Tile	Base	Mean	sample
1	1	-0.705026366298668	ct2
1	2	-0.7922480615316374	ct2
1	3	-0.7787498161586299	ct2
1	4	-0.7588622881733897	ct2
1	5	-0.7987843321210235	ct2
1	6	-0.7752050707959626	ct2
1	7	-0.7909786095853946	ct2
1	8	-0.7980290916760637	ct2
1	9	-0.819484572305285	ct2
1	10	-0.8260202041893123	ct2
1	11	-0.7403793572315678	ct2
1	12	-0.7918518999716255	ct2
1	13	-0.7579557128183865	ct2
1	14	-0.7550964822952579	ct2
1	15	-0.8502718828744236	ct2
1	16	-0.7808881991573244	ct2
1	17	-0.8180311738920096	ct2
1	18	-0.8398225368463059	ct2
1	19	-0.8304373647277714	ct2
1	20	-0.8680540864877173	ct2
1	21	-0.8783838720080368	ct2
1	22	-0.8704134339215273	ct2
1	23	-0.6353576221500106	ct2
1	24	-1.0476525793336293	ct2
1	25	-0.37871632766544394	ct2
1	26	-0.6287702382667604	ct2
1	27	-1.0710972283290232	ct2
1	28	-0.5406163214434656	ct2
2	1	-0.7900728838035747	ct2
2	2	-1.0129721306447763	ct2
2	3	-1.0042111431569936	ct2
2	4	-0.8773060665080123	ct2
2	5	-0.8890006240554271	ct2
2	6	-0.8878624272931432	ct2
2	7	-0.8324622100520855	ct2
2	8	-0.8233591811760093	ct2
2	9	-0.8971380708100085	ct2
2	10	-0.8519810164602006	ct2
2	11	-0.7478468692618563	ct2
2	12	-0.7648095521578213	ct2
2	13	-0.7493865027673436	ct2
2	14	-0.8163475434633796	ct2
2	15	-0.7367101450620837	ct2
2	16	-0.6396205133634467	ct2
2	17	-0.7570196555184197	ct2
2	18	-0.7735267140496447	ct2
2	19	-0.7651172209244095	ct2
2	20	-0.898606923482248	ct2
2	21	-0.7815809477459936	ct2
2	22	-0.6473484768863997	ct2
2	23	-0.7234794668377376	ct2
2	24	-0.6296680837148116	ct2
2	25	-0.49908382248946026	ct2
2	26	-0.23253183440350256	ct2
2	27	-0.6256402462866717	ct2
2	28	-0.0790778599049986	ct2
3	1	-0.7629529395436947	ct2
3	2	-0.8682631481329466	ct2
3	3	-0.941567894641615	ct2
3	4	-0.8910465983167768	ct2
3	5	-0.9778804504284793	ct2
3	6	-0.8223974109873069	ct2
3	7	-0.8530370420821782	ct2
3	8	-0.8522937649225	ct2
3	9	-0.8551274241473834	ct2
3	10	-0.8366357356474055	ct2
3	11	-0.749266055674056	ct2
3	12	-0.802009554619147	ct2
3	13	-0.8188181780913126	ct2
3	14	-0.804462459216019	ct2
3	15	-0.8313639216327005	ct2
3	16	-0.7699626814012177	ct2
3	17	-0.8297352750498277	ct2
3	18	-0.8043128602838365	ct2
3	19	-0.7046504228280241	ct2
3	20	-0.8745715167541022	ct2
3	21	-0.6832854534319779	ct2
3	22	-0.5686183832523923	ct2
3	23	-0.588880269985296	ct2
3	24	-0.7071688269672833	ct2
3	25	-0.6054370780774079	ct2
3	26	0.3169661958417649	ct2
3	27	-0.01990136536845455	ct2
3	28	0.07334379251665268	ct2
4	1	-0.6187080339497584	ct2
4	2	-0.6697597607088639	ct2
4	3	-0.6682849949458856	ct2
4	4	-0.6575400620093674	ct2
4	5	-0.6497569912976573	ct2
4	6	-0.5622600380549017	ct2
4	7	-0.5906221480503504	ct2
4	8	-0.6216035455113627	ct2
4	9	-0.595198261979391	ct2
4	10	-0.5712150191126142	ct2
4	11	-0.6134436154289915	ct2
4	12	-0.5918140257335409	ct2
4	13	-0.5787105570847118	ct2
4	14	-0.5683590144221853	ct2
4	15	-0.5827176597057786	ct2
4	16	-0.5222631840318925	ct2
4	17	-0.5708968108105381	ct2
4	18	-0.6174508651999133	ct2
4	19	-0.6296620330616136	ct2
4	20	-0.7087675601870913	ct2
4	21	-0.6018562060466053	ct2
4	22	-0.573889622084657	ct2
4	23	-0.5511170336520621	ct2
4	24	-0.3461412443210392	ct2
4	25	-1.110565463338574	ct2
4	26	-0.6174511734407915	ct2
4	27	-0.6193533200633752	ct2
4	28	-1.0856444640325833	ct2
5	1	-0.5761756987008084	ct2
5	2	-0.7195521562988247	ct2
5	3	-0.4554881832387849	ct2
5	4	-0.5245033785787143	ct2
5	5	-0.5112526667924655	ct2
5	6	-0.3994218238483356	ct2
5	7	-0.41506896751958067	ct2
5	8	-0.6828610927345622	ct2
5	9	-0.3489915658862941	ct2
5	10	-0.37761040262406453	ct2
5	11	-0.47476566319939195	ct2
5	12	-0.3281898680544586	ct2
5	13	-0.3481687228925523	ct2
5	14	-0.3467500755360078	ct2
5	15	-0.3298722501725919	ct2
5	16	-0.36529136275329677	ct2
5	17	-0.36500984443216566	ct2
5	18	-0.3038829100398175	ct2
5	19	-0.3097700842396378	ct2
5	20	-0.297688037195023	ct2
5	21	-0.19904815073702053	ct2
5	22	-0.22812402804059673	ct2
5	23	-0.38789839313974994	ct2
5	24	-0.1767340443585823	ct2
5	25	0.19525039267809063	ct2
5	26	0.11747148410714914	ct2
5	27	0.26206960483781216	ct2
5	28	0.515179994916231	ct2
6	1	-0.5791840358035572	ct2
6	2	-0.5575957957851472	ct2
6	3	-0.6277799795388646	ct2
6	4	-0.5786585896697432	ct2
6	5	-0.5969925243889662	ct2
6	6	-0.6008408993047425	ct2
6	7	-0.6119696134096912	ct2
6	8	-0.5959917425509929	ct2
6	9	-0.6440880820289578	ct2
6	10	-0.6030561310930551	ct2
6	11	-0.545246257794858	ct2
6	12	-0.5732601858103479	ct2
6	13	-0.588841936477138	ct2
6	14	-0.5968378091344633	ct2
6	15	-0.6036204563522887	ct2
6	16	-0.44552207387532405	ct2
6	17	-0.49180902610569177	ct2
6	18	-0.49212919136741107	ct2
6	19	-0.4905820545246087	ct2
6	20	-0.5958447221023206	ct2
6	21	-0.5499222461724216	ct2
6	22	-0.6038984558372746	ct2
6	23	-0.6225123831716957	ct2
