GC_Content	Count	sample
0	13.0	cc3
1	13.0	cc3
2	13.0	cc3
3	10.5	cc3
4	8.0	cc3
5	8.0	cc3
6	12.5	cc3
7	26.5	cc3
8	44.0	cc3
9	61.5	cc3
10	73.5	cc3
11	88.5	cc3
12	133.0	cc3
13	199.0	cc3
14	259.0	cc3
15	358.5	cc3
16	515.5	cc3
17	753.5	cc3
18	1135.5	cc3
19	1551.5	cc3
20	5177.0	cc3
21	9714.5	cc3
22	10876.0	cc3
23	10536.0	cc3
24	10892.0	cc3
25	19786.5	cc3
26	33209.5	cc3
27	38595.5	cc3
28	48759.0	cc3
29	61337.0	cc3
30	143753.0	cc3
31	282082.5	cc3
32	344939.0	cc3
33	435121.5	cc3
34	605218.0	cc3
35	690035.5	cc3
36	728173.5	cc3
37	714910.5	cc3
38	676336.5	cc3
39	771718.0	cc3
40	864769.0	cc3
41	888816.0	cc3
42	897459.5	cc3
43	1039220.5	cc3
44	1205914.5	cc3
45	1318328.5	cc3
46	1582762.5	cc3
47	1754949.0	cc3
48	1547485.0	cc3
49	1339405.0	cc3
50	1086256.0	cc3
51	833107.0	cc3
52	692914.5	cc3
53	532411.0	cc3
54	478134.5	cc3
55	414399.0	cc3
56	367087.5	cc3
57	364582.5	cc3
58	379849.5	cc3
59	358005.5	cc3
60	339085.0	cc3
61	318595.0	cc3
62	311071.5	cc3
63	307912.0	cc3
64	266686.0	cc3
65	242238.5	cc3
66	196883.0	cc3
67	147583.5	cc3
68	115663.5	cc3
69	86752.5	cc3
70	79860.5	cc3
71	63329.0	cc3
72	49191.5	cc3
73	46952.5	cc3
74	35664.0	cc3
75	23115.0	cc3
76	18770.5	cc3
77	16354.0	cc3
78	15485.5	cc3
79	15595.0	cc3
80	14850.0	cc3
81	14529.0	cc3
82	15362.0	cc3
83	14361.0	cc3
84	13124.0	cc3
85	10502.5	cc3
86	6756.0	cc3
87	5095.0	cc3
88	4664.5	cc3
89	4377.0	cc3
90	4202.5	cc3
91	3298.5	cc3
92	2052.5	cc3
93	1605.5	cc3
94	1498.0	cc3
95	1411.5	cc3
96	1404.0	cc3
97	1154.5	cc3
98	586.0	cc3
99	267.0	cc3
100	267.0	cc3
