pc1	pc2	pc3	pc4	pc5	pc6	pc7	pt1	pt2	pt3	pt4	pt5	pt6	pt7	cc1	cc2	cc3	cc4	cc5	cc6	cc7	ct1	ct2	ct3	ct4	ct5	ct6	ct7
C:38	16.9704474737287	16.6335040263592	17.2286980634969	16.6844225662759	17.0117101751405	16.8468998631701	16.8897122354071	16.7539448755652	17.5105083340319	17.1442824982156	17.1634171352437	17.1800631555429	16.6984589970329	17.1178940740507	16.9034736090513	16.5767708826491	16.9425105772441	16.6070492497836	16.9126367056073	16.8132844138027	16.9381013122065	16.7022040705292	16.7231516512775	16.589416210524	16.562594746583	16.5571207998828	16.5243636713774	16.9267266768015
C:39	16.0085675003813	15.8608376963474	16.0441565485787	15.8641502490898	16.1094368425884	15.8032911234988	15.9349231062689	15.6669780538716	16.2184186088619	16.1128608881184	16.1558539412432	15.8949151991153	15.597962748416	16.1176597991281	15.9363538943368	15.7414747842169	15.7883243046074	15.5986441025125	15.8448536968961	15.6497382766698	15.5139581792781	15.2024973294189	15.643431161173	15.5126774481265	15.5431819908751	15.4903088956607	15.3635984950928	15.5837206090328
C:40	15.8781222405309	15.214766508009	15.9129470617092	15.7829021019002	15.70218847967	15.4844846831642	15.5975292348101	15.6076897967458	15.8216867087673	15.8454587116375	16.0774602207206	15.5968306046847	15.6735754482856	15.9799932856086	15.8351529981002	14.897532581638	15.6429868175742	15.4628412089152	15.3113662945372	15.2345025776729	15.2885523487293	15.3822203844281	15.6719592830936	15.466162372291	15.3060149469047	15.3906649086834	15.1305123075632	15.2152444673256
C:41	14.9985336769985	14.4300173868009	14.9597087126565	14.7085907883754	14.8802014679653	14.5148619789364	14.698280431729	14.2883586338365	14.8612859543023	14.7731142901158	14.9709239672288	14.587836252969	14.4681644685557	14.9002133361352	14.6180069439409	14.1926087464953	14.5765351641173	14.4290954838216	14.5662994828182	14.2386429086013	14.23053729369	14.1312097024063	14.5334077781154	14.3871079136486	14.4395370480193	14.4093526927972	14.2965356578166	14.4088738155574
C:42	13.9919289278609	13.2052187483045	13.8922690698868	13.8974734132867	13.8236966311298	13.7186805486305	13.8945224870574	13.6777628234912	13.5943029580011	13.6802776431359	13.9665653153862	13.8163878196874	13.8269419451472	14.0593196978613	13.6622300982572	12.901997891778	13.5118438213606	13.6874496336104	13.525860657466	13.4616695721409	13.5958208171523	12.6206073015182	13.4979597278156	13.5047751335505	13.6663171698088	13.5717499817101	13.1618957114664	13.4183851986005
C:50	7.6014921310957	7.93416978854188	7.29558956218041	7.02689812806078	7.55218256487696	7.27754259144996	7.45743943574259	6.78632957327945	7.47484321405758	7.40485281540462	6.55944573696356	7.3825804165794	7.11344834463275	7.56052227838588	7.5431229456946	8.00053220012024	7.25077243312229	6.94388320975036	7.56624439430824	7.33687712100294	7.44998520170426	6.12255509419513	7.24435846027757	7.21725443013311	7.41047184118502	6.73945262170071	7.51345443543327	7.17631657486392
C:56	11.9228136212107	12.2084726707942	11.8853037754571	11.978247368258	12.2220793368439	11.7571354137327	11.76156344622	12.1580926363921	11.9648002701343	11.8669714152095	11.7040214091847	11.7315943859413	11.7399820852478	11.7872205462236	11.8014097800551	11.8925362944812	11.662727471529	12.0740639727736	12.4546188318082	11.8436781153554	12.0625956996023	11.7607977572223	12.2553063512291	11.6619927355314	12.3005368319765	12.1602331032417	12.3001008676884	12.0015795950033
C:57	16.3828903121956	17.0126221411784	16.7025455800136	16.497166115113	17.2051454232141	16.6906796899849	16.669595956014	16.6462463041296	17.2006598706002	17.0397453425482	16.6077509306886	16.8174791784946	16.2447425931366	16.7196658645228	16.3464407915117	16.9715140108984	16.426354882826	16.4754443345821	17.2049683337423	16.7465372193483	16.7231746552266	16.1128546293932	16.6013812669282	16.3360570824368	16.639124565713	16.6715937273047	16.3881976120273	16.7028080136289
C:58	9.78671213594229	10.0105118770139	9.98396394981013	9.97039453152558	10.2075118783993	9.94636015913338	9.89687861855436	9.809061731418	10.1598764408826	10.1265147345426	9.95427641667805	10.0377721712461	9.74762918437787	9.96833483435442	9.62077017295636	9.66399154434656	9.69676662499257	9.83158437429403	10.0498478973123	9.81118531603251	9.73334315546844	9.54851056704437	9.68753816691648	9.68480618190382	9.70692484468614	9.73403567450138	9.60613459029289	9.78672876650415
C:59	17.5258605496278	19.2220841929726	17.7151515168345	18.0260402356475	18.8629218051112	17.8560679478427	18.12528616213	17.9118129889876	18.7519456450871	18.7497547851905	17.7858044468371	17.8916301026907	17.5502332143823	17.8580321919582	17.4629270006912	19.3114115411699	17.4635956222239	18.1002498427803	19.0768498975448	18.0458774490949	18.3099898464192	17.8366511019142	18.093784789715	17.5992285904381	18.0129572792974	18.3034931396372	18.3685130467556	18.0550509154673
