id	ann	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pt1	pt2	pt3	pt4	pt5	pt6	pt7	cc1	cc2	cc3	cc4	cc5	cc6	cc7	ct1	ct2	ct3	ct4	ct5	ct6	ct7
C:513	941	366	448	460	453	156	366	110	205	615	656	124	279	562	1074	509	1015	357	269	285	298	383	608	633	389	322	515
C:514	342	212	147	134	166	159	120	136	111	282	226	58	154	223	466	237	401	112	97	180	127	270	241	595	72	158	89
C:515	3561	1133	1222	1420	1331	656	1166	550	766	2233	2093	484	1252	1880	3135	1034	1826	1449	1026	663	1582	120	2113	2050	1292	1166	1557
C:518	1362	487	784	755	635	432	660	232	314	866	723	248	625	883	2768	1462	2192	1513	1024	802	1199	1004	1763	1486	1433	1099	1878
C:519	770	413	504	695	735	364	628	353	491	959	584	350	630	807	470	226	297	262	201	131	266	311	270	393	185	275	323
C:521	23	0	33	37	15	20	15	121	12	0	14	0	0	13	0	0	10	47	11	29	14	128	64	241	12	29	0
C:522	22	13	24	57	10	0	11	177	41	49	13	0	52	10	0	0	0	0	0	0	0	169	139	318	10	13	0
C:532	137	99	36	112	105	58	84	23	38	52	63	38	93	42	593	387	477	447	281	297	493	35	361	432	420	279	410
C:533	193	140	72	162	103	92	177	101	77	100	84	77	132	100	153	255	140	204	117	122	182	48	79	133	167	208	114
C:534	11258	5058	5994	6255	5742	4015	5336	3606	3505	8107	8259	2674	5538	6751	14775	8568	10677	6594	4779	4963	6728	4573	6994	8815	6312	5441	6314
C:536	0	116	0	0	37	91	41	294	109	0	0	48	58	0	0	138	0	20	34	86	67	188	62	366	47	111	70
C:537	1655	866	607	1009	1282	615	987	534	469	1326	911	261	931	1120	1022	171	625	236	122	80	238	21	142	464	142	250	175
C:539	2863	1322	1467	2239	1412	1080	1469	664	856	2055	1586	715	1367	1815	3065	1851	2177	1902	1084	1102	1691	1091	1411	1459	1422	1169	1917
C:542	617	572	574	341	508	292	392	1172	554	724	501	282	422	473	466	424	326	348	498	253	482	403	947	2387	387	861	427
C:550	434	254	187	318	245	186	247	124	144	249	236	128	161	192	273	147	208	179	129	75	130	36	128	243	171	162	149
C:569	1050	441	471	996	714	343	571	257	276	737	610	196	470	741	714	459	473	631	393	231	316	321	308	404	486	336	510
C:572	390	76	216	278	232	143	247	134	52	292	243	61	215	332	1693	626	1146	792	404	466	810	110	593	791	470	383	387
C:573	5483	2660	3147	4704	3829	1728	2580	1135	1886	4728	2941	1320	2537	3458	5368	3150	4164	3768	2197	1544	3082	1021	2339	2597	2401	2258	3516
C:577	5408	2347	2614	2959	1957	1337	1987	1046	1556	3196	4613	1047	1723	5936	3799	2414	2142	3038	2311	1322	2335	280	4907	2377	2178	2196	2346
C:578	9509	5110	6160	7307	6246	3749	6310	2285	4561	8638	7765	3354	4768	7826	6398	2759	4511	3017	2069	1705	2749	1378	2512	3283	2058	1993	2527
C:579	902	352	389	561	589	295	430	90	187	579	329	175	253	420	912	239	596	223	129	182	172	250	109	287	123	143	243
C:580	2213	1095	1083	1598	1350	773	1018	723	1005	2145	1678	590	1108	1433	3933	2432	3004	1202	893	708	1123	520	1474	2095	1157	1006	2048
C:581	358	144	135	202	234	134	135	69	113	205	169	33	117	175	646	439	450	570	399	284	447	196	256	587	661	216	418
C:582	2326	1316	804	1511	1257	466	704	296	739	1859	1047	287	666	987	1662	1758	1040	1503	1006	502	785	339	942	923	1142	744	1401
C:583	1541	817	671	924	856	456	559	299	519	948	806	406	688	912	1173	488	849	596	473	276	503	509	552	830	312	445	482
C:584	230	192	101	436	231	208	338	0	44	107	88	79	121	138	707	773	1082	500	195	286	364	399	121	212	356	187	1049
C:585	1083	697	718	1535	1007	1314	1554	466	1169	1221	935	794	739	1084	383	261	242	506	253	547	686	295	233	286	196	225	383
C:597	773	188	641	333	254	110	138	640	237	312	402	77	63	341	622	170	495	262	267	111	175	407	238	823	244	341	45
C:601	257	33	68	142	37	20	62	22	0	125	49	0	11	135	203	70	100	201	47	59	112	0	130	82	23	67	57
C:602	48	82	12	76	70	94	69	24	30	66	33	40	48	35	33	30	28	19	0	39	14	11	11	33	23	12	16
C:607	2682	1493	1172	1776	1701	634	1247	1114	1609	2294	1663	404	1268	2075	1538	1402	821	1057	804	482	895	1071	1211	1292	642	922	978
C:608	1153	376	486	688	687	337	578	191	257	758	605	214	511	690	1094	531	727	758	508	352	717	163	670	630	727	550	820
C:609	240	100	35	137	105	70	141	25	42	116	88	35	91	119	183	69	171	44	31	14	62	76	54	64	67	41	101
C:613	285	159	100	335	142	55	258	0	45	87	116	95	109	117	286	281	162	339	121	53	368	15	97	122	106	73	348
C:617	3118	2120	1910	1821	2002	917	1561	2242	1626	3022	2858	704	1757	2433	1116	1159	686	893	780	573	1026	747	1063	3535	750	1345	681
C:618	170	37	45	43	57	12	31	75	49	133	102	10	41	83	164	40	86	38	95	22	80	0	307	116	97	106	101
C:637	165	93	177	79	90	56	76	48	78	35	54	33	88	126	152	54	178	67	82	54	109	0	26	71	72	35	81
C:649	1388	1049	946	1117	1261	690	951	283	718	1730	1056	378	741	1380	2373	1571	2170	935	824	1337	1090	317	840	1316	664	822	1258
