Tile	Base	Mean	sample
1	1	-0.3462316742940885	pt2
1	2	-0.4150131979295395	pt2
1	3	-0.5352312937817629	pt2
1	4	-0.5385304402549238	pt2
1	5	-0.4308030928577935	pt2
1	6	-0.4293222391371998	pt2
1	7	-0.3776482785677331	pt2
1	8	-0.33843569973638665	pt2
1	9	-0.3970634236902413	pt2
1	10	-0.4011000089291912	pt2
1	11	-0.3222362207833953	pt2
1	12	-0.4009914410675606	pt2
1	13	-0.37692132317483384	pt2
1	14	-0.3001858140999616	pt2
1	15	-0.3377202221134894	pt2
1	16	-0.3886454563391126	pt2
1	17	-0.37569797960373563	pt2
1	18	-0.47618934358806797	pt2
1	19	-0.4800073006274701	pt2
1	20	-0.42343439810911576	pt2
1	21	-0.524975973472614	pt2
1	22	-0.4429240326506374	pt2
1	23	-0.46967248496680014	pt2
1	24	-0.4130202628604849	pt2
1	25	-0.5357224677662416	pt2
1	26	-0.4442258451052794	pt2
1	27	-0.5237894686461217	pt2
1	28	-0.5412712689401218	pt2
1	29	-0.44388368922523114	pt2
1	30	-0.489049356983962	pt2
1	31	-0.5036162301314349	pt2
1	32	-0.5479632574000561	pt2
1	33	-0.6664913413347335	pt2
1	34	-0.7120378779610235	pt2
1	35	-0.9385027708700591	pt2
1	36	-0.681744065901988	pt2
1	37	-0.4793320024001062	pt2
1	38	-0.7116871820533248	pt2
1	39	-0.771079467867942	pt2
1	40	-0.9585117535398879	pt2
1	41	-1.2117821339197903	pt2
1	42	-0.47043807583401076	pt2
1	43	-1.0920066597025126	pt2
1	44	-0.5397138024573849	pt2
1	45	-0.38139807886360444	pt2
1	46	-0.283772591546672	pt2
1	47	-0.6375503462183332	pt2
1	48	-0.6441945786818977	pt2
1	49	-3.7098101864267647	pt2
1	50	-1.8327805963146844	pt2
1	51	-2.4977174519666576	pt2
1	52	0.587139871401682	pt2
1	53	-3.6919619038369085	pt2
1	54	-2.615289455914464	pt2
1	55	-3.5389012376512383	pt2
1	56	-2.2219997363747197	pt2
1	57	-2.8481038406038266	pt2
1	58	-2.817506035631034	pt2
1	59	0.26907196969695946	pt2
1	60	-1.2380345117845124	pt2
1	61	-0.1300132275132384	pt2
1	62	1.071657347282347	pt2
1	63	3.5401620370370352	pt2
1	64	13.431468253968252	pt2
1	65	15.807678571428568	pt2
1	66	14.480138888888881	pt2
1	67	16.675277777777776	pt2
1	68	19.829166666666666	pt2
2	1	-0.31036384490500524	pt2
2	2	-0.3606585968779541	pt2
2	3	-0.45692207338273505	pt2
2	4	-0.42340489705912887	pt2
2	5	-0.34273604792593204	pt2
2	6	-0.376531918185421	pt2
2	7	-0.3300588398623816	pt2
2	8	-0.3495860166002842	pt2
2	9	-0.3959862781508292	pt2
2	10	-0.3554308797195844	pt2
2	11	-0.34085579586378145	pt2
2	12	-0.40689185276948336	pt2
2	13	-0.3857351074978581	pt2
2	14	-0.38587368146048107	pt2
2	15	-0.33553479638852934	pt2
2	16	-0.3782777701316675	pt2
2	17	-0.3709078482525143	pt2
2	18	-0.41672880498239806	pt2
2	19	-0.49617263018654967	pt2
2	20	-0.4668756443092974	pt2
2	21	-0.45743137965229863	pt2
2	22	-0.42692315340032394	pt2
2	23	-0.42941541854308696	pt2
2	24	-0.3018925028791344	pt2
2	25	-0.5054439433254743	pt2
2	26	-0.4778195083395218	pt2
2	27	-0.4491908115445824	pt2
2	28	-0.5925259729971089	pt2
2	29	-0.4071711524651107	pt2
2	30	-0.4871953544838874	pt2
2	31	-0.49651733834560474	pt2
2	32	-0.5633878774299177	pt2
2	33	-0.8145841535314347	pt2
2	34	-0.6891254556405642	pt2
