GC_Content	Count	sample
0	6.0	ct7
1	6.0	ct7
2	11.0	ct7
3	16.5	ct7
4	17.0	ct7
5	17.0	ct7
6	18.0	ct7
7	28.0	ct7
8	47.5	ct7
9	64.5	ct7
10	72.0	ct7
11	100.0	ct7
12	152.5	ct7
13	212.5	ct7
14	275.0	ct7
15	384.0	ct7
16	561.5	ct7
17	784.0	ct7
18	1113.0	ct7
19	1486.5	ct7
20	3655.5	ct7
21	6600.0	ct7
22	7604.0	ct7
23	8176.0	ct7
24	9757.5	ct7
25	18900.0	ct7
26	32593.0	ct7
27	38404.0	ct7
28	48221.5	ct7
29	60709.0	ct7
30	129039.0	ct7
31	246250.0	ct7
32	304305.5	ct7
33	378696.5	ct7
34	543121.0	ct7
35	641102.5	ct7
36	694374.5	ct7
37	714339.5	ct7
38	701806.0	ct7
39	903622.0	ct7
40	1092761.0	ct7
41	1113506.0	ct7
42	1125480.5	ct7
43	1201111.5	ct7
44	1299463.0	ct7
45	1414912.0	ct7
46	1736119.5	ct7
47	1964544.0	ct7
48	1868825.5	ct7
49	1770851.0	ct7
50	1474032.0	ct7
51	1177213.0	ct7
52	917498.0	ct7
53	635964.0	ct7
54	573519.0	ct7
55	500558.0	ct7
56	454058.0	ct7
57	447357.5	ct7
58	449990.0	ct7
59	419995.5	ct7
60	391077.0	ct7
61	355466.0	ct7
62	339683.0	ct7
63	334575.5	ct7
64	290811.5	ct7
65	264487.5	ct7
66	221447.0	ct7
67	173878.5	ct7
68	141063.5	ct7
69	108891.0	ct7
70	96626.0	ct7
71	81359.5	ct7
72	69159.0	ct7
73	65828.5	ct7
74	52132.5	ct7
75	36189.5	ct7
76	28544.5	ct7
77	24293.5	ct7
78	23176.0	ct7
79	23050.5	ct7
80	22057.5	ct7
81	21083.0	ct7
82	21209.0	ct7
83	19659.0	ct7
84	17912.0	ct7
85	14734.5	ct7
86	10698.0	ct7
87	9057.0	ct7
88	8411.5	ct7
89	8011.5	ct7
90	7798.0	ct7
91	6166.0	ct7
92	3977.0	ct7
93	2643.5	ct7
94	1844.5	ct7
95	1659.0	ct7
96	1645.0	ct7
97	1258.5	ct7
98	616.0	ct7
99	360.0	ct7
100	360.0	ct7
