GC_Content	Count	sample
0	3.0	cc5
1	3.0	cc5
2	2.5	cc5
3	3.0	cc5
4	4.0	cc5
5	4.0	cc5
6	4.5	cc5
7	8.0	cc5
8	22.0	cc5
9	40.0	cc5
10	48.5	cc5
11	59.5	cc5
12	94.0	cc5
13	149.5	cc5
14	198.5	cc5
15	269.5	cc5
16	397.0	cc5
17	631.5	cc5
18	1001.0	cc5
19	1387.5	cc5
20	3525.5	cc5
21	6344.0	cc5
22	7249.0	cc5
23	7783.0	cc5
24	8968.0	cc5
25	19177.0	cc5
26	36455.0	cc5
27	44401.0	cc5
28	53482.5	cc5
29	65098.5	cc5
30	132081.5	cc5
31	245128.0	cc5
32	298850.5	cc5
33	366625.5	cc5
34	536261.0	cc5
35	645052.0	cc5
36	715321.5	cc5
37	759659.5	cc5
38	764649.5	cc5
39	1028883.0	cc5
40	1260461.0	cc5
41	1276474.5	cc5
42	1293710.5	cc5
43	1361734.0	cc5
44	1456619.0	cc5
45	1618252.5	cc5
46	2158188.5	cc5
47	2562386.5	cc5
48	2579076.5	cc5
49	2594237.0	cc5
50	2058932.0	cc5
51	1523627.0	cc5
52	1083533.0	cc5
53	613326.0	cc5
54	528842.5	cc5
55	433163.0	cc5
56	383819.0	cc5
57	367832.5	cc5
58	357799.0	cc5
59	337366.0	cc5
60	316467.5	cc5
61	288505.5	cc5
62	287345.5	cc5
63	295171.0	cc5
64	260754.0	cc5
65	239821.0	cc5
66	211842.0	cc5
67	179638.0	cc5
68	141221.0	cc5
69	104330.5	cc5
70	95103.0	cc5
71	77420.0	cc5
72	61786.0	cc5
73	58771.0	cc5
74	45192.5	cc5
75	29875.0	cc5
76	23405.0	cc5
77	19659.0	cc5
78	18807.5	cc5
79	18982.0	cc5
80	18057.5	cc5
81	17674.5	cc5
82	18651.0	cc5
83	17621.5	cc5
84	16388.0	cc5
85	13095.5	cc5
86	8063.5	cc5
87	5625.0	cc5
88	4817.0	cc5
89	4314.5	cc5
90	4061.0	cc5
91	3014.5	cc5
92	1799.5	cc5
93	1245.5	cc5
94	944.5	cc5
95	861.5	cc5
96	854.0	cc5
97	629.5	cc5
98	270.5	cc5
99	136.0	cc5
100	136.0	cc5
