Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	sample
1	36.606657531929116	39.0	38.0	40.0	31.0	40.0	cc5
2	36.531051047872914	39.0	38.0	40.0	30.0	40.0	cc5
3	36.6040495309052	39.0	38.0	40.0	31.0	40.0	cc5
4	36.3921173201636	39.0	38.0	40.0	30.0	40.0	cc5
5	36.53888013400511	39.0	38.0	40.0	31.0	40.0	cc5
6	36.379017491332405	39.0	38.0	40.0	30.0	40.0	cc5
7	36.502304646581976	39.0	38.0	40.0	30.0	40.0	cc5
8	36.3300342533108	39.0	38.0	40.0	30.0	40.0	cc5
9	36.32243651159726	39.0	38.0	40.0	30.0	40.0	cc5
10	36.15137275867988	39.0	38.0	40.0	28.0	40.0	cc5
11	36.52162366506124	39.0	38.0	40.0	31.0	40.0	cc5
12	36.513180571291684	39.0	38.0	40.0	31.0	40.0	cc5
13	36.46821568807108	39.0	38.0	40.0	31.0	40.0	cc5
14	36.44876490102434	39.0	38.0	40.0	31.0	40.0	cc5
15	36.46947928476908	39.0	38.0	40.0	31.0	40.0	cc5
16	36.57210445089718	39.0	38.0	40.0	31.0	40.0	cc5
17	36.48899641227165	39.0	38.0	40.0	31.0	40.0	cc5
18	36.394031620802245	39.0	38.0	40.0	31.0	40.0	cc5
19	36.309546310890646	39.0	38.0	40.0	31.0	40.0	cc5
20	36.13777512606781	39.0	37.0	40.0	30.0	40.0	cc5
21	35.99178492657854	39.0	37.0	40.0	30.0	40.0	cc5
22	36.205158456560696	39.0	38.0	40.0	30.0	40.0	cc5
23	35.93136156393666	39.0	37.0	40.0	29.0	40.0	cc5
24	35.71783374565805	39.0	36.0	40.0	29.0	40.0	cc5
25	35.80988351358435	39.0	36.0	40.0	29.0	40.0	cc5
26	35.327585802012514	38.0	35.0	40.0	29.0	40.0	cc5
27	36.00482839976955	39.0	36.0	40.0	30.0	40.0	cc5
28	35.727510156703424	39.0	36.0	40.0	29.0	40.0	cc5
