Base	N-Count	sample
1	1.03276058537567	cc5
2	0.10034482700194707	cc5
3	0.017855879074252175	cc5
4	0.001655253023671552	cc5
5	0.0	cc5
6	0.0	cc5
7	0.0	cc5
8	1.564018605043986E-4	cc5
9	7.82009302521993E-5	cc5
10	0.05298113024586503	cc5
11	0.0	cc5
12	1.1730139537829896E-4	cc5
13	0.0010296455816539575	cc5
14	0.004144649303366563	cc5
15	0.031710477217266816	cc5
16	0.005070026978017588	cc5
17	0.0	cc5
18	0.0	cc5
19	0.0	cc5
20	0.0	cc5
21	0.0	cc5
22	7.289857391205593E-4	cc5
23	0.0012173820734159304	cc5
24	0.026692128688305804	cc5
25	0.0034374449471707685	cc5
26	0.0	cc5
27	0.0	cc5
28	0.0	cc5
