Quality	Count	sample
2	233502.0	cc5
3	4861.0	cc5
4	2109.0	cc5
5	3039.0	cc5
6	3679.0	cc5
7	6279.0	cc5
8	5650.0	cc5
9	4008.0	cc5
10	3862.0	cc5
11	4582.0	cc5
12	6150.0	cc5
13	7479.0	cc5
14	8802.0	cc5
15	10272.0	cc5
16	10432.0	cc5
17	11867.0	cc5
18	14401.0	cc5
19	19182.0	cc5
20	24734.0	cc5
21	29998.0	cc5
22	34149.0	cc5
23	38329.0	cc5
24	42213.0	cc5
25	44058.0	cc5
26	42450.0	cc5
27	44171.0	cc5
28	49288.0	cc5
29	55183.0	cc5
30	62056.0	cc5
31	72300.0	cc5
32	86274.0	cc5
33	106378.0	cc5
34	136361.0	cc5
35	203712.0	cc5
36	344619.0	cc5
37	616249.0	cc5
38	1226725.0	cc5
39	3369259.0	cc5
40	683881.0	cc5
