Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	sample
1	38.753674786214184	40.0	39.0	40.0	36.0	40.0	pc3
2	38.59197258250348	40.0	39.0	40.0	35.0	40.0	pc3
3	38.612814938812484	40.0	39.0	40.0	36.0	40.0	pc3
4	38.573888647696414	40.0	38.0	40.0	35.0	40.0	pc3
5	38.60625851855872	40.0	39.0	40.0	36.0	40.0	pc3
6	38.510119473764405	40.0	39.0	40.0	35.0	40.0	pc3
7	38.50801990342329	40.0	38.0	40.0	35.0	40.0	pc3
8	38.516933342343265	40.0	38.0	40.0	35.0	40.0	pc3
9	38.465064777573	40.0	38.0	40.0	35.0	40.0	pc3
10	38.496455470767124	40.0	38.0	40.0	35.0	40.0	pc3
11	38.49958692165118	40.0	38.0	40.0	35.0	40.0	pc3
12	38.49347345340544	40.0	38.0	40.0	35.0	40.0	pc3
13	38.4637906464399	40.0	38.0	40.0	35.0	40.0	pc3
14	38.40681766475127	40.0	38.0	40.0	35.0	40.0	pc3
15	38.32337551215714	40.0	38.0	40.0	35.0	40.0	pc3
16	38.45955439197581	40.0	38.0	40.0	35.0	40.0	pc3
17	38.35817936875523	40.0	38.0	40.0	35.0	40.0	pc3
18	38.2231868414784	40.0	38.0	40.0	35.0	40.0	pc3
19	38.306738644720724	40.0	38.0	40.0	35.0	40.0	pc3
20	38.28245266545014	40.0	38.0	40.0	35.0	40.0	pc3
21	38.141401877526704	39.0	38.0	40.0	35.0	40.0	pc3
22	38.28487267155429	40.0	38.0	40.0	35.0	40.0	pc3
23	38.096104367386545	39.0	38.0	40.0	35.0	40.0	pc3
24	37.366929463633845	39.0	36.0	40.0	33.0	40.0	pc3
25	38.080102123075115	39.0	38.0	40.0	35.0	40.0	pc3
26	37.918778544251715	39.0	38.0	40.0	35.0	40.0	pc3
27	37.257701195942815	39.0	37.0	40.0	33.0	40.0	pc3
28	37.752440450123814	39.0	38.0	40.0	33.0	40.0	pc3
29	37.54477346684274	39.0	37.0	40.0	33.0	40.0	pc3
30	36.87417811957297	38.0	36.0	40.0	32.0	40.0	pc3
31	37.232020103116035	39.0	36.0	40.0	33.0	40.0	pc3
32	37.31117512186326	39.0	37.0	40.0	33.0	40.0	pc3
33	37.60555418165281	39.0	38.0	40.0	33.0	40.0	pc3
34	35.52441350181095	38.0	34.0	40.0	29.0	40.0	pc3
35	36.091408952042855	38.0	35.0	39.0	30.0	40.0	pc3
36	36.152887330357956	38.0	35.0	39.0	31.0	40.0	pc3
37	36.11646346024385	38.0	35.0	40.0	30.0	40.0	pc3
38	36.40576446233991	38.0	35.0	40.0	31.0	40.0	pc3
39	36.02594468919874	38.0	35.0	40.0	30.0	40.0	pc3
40	35.55253243335812	38.0	34.0	40.0	29.0	40.0	pc3
41	35.58695339470656	38.0	35.0	39.0	29.0	40.0	pc3
42	35.65334596386765	38.0	35.0	40.0	30.0	40.0	pc3
43	35.84900611620795	38.0	35.0	40.0	30.0	40.0	pc3
44	35.33720930232558	38.0	34.0	40.0	29.0	40.0	pc3
45	35.24639093082986	38.0	34.0	40.0	29.0	40.0	pc3
46	35.744701220647286	38.0	35.0	40.0	30.0	40.0	pc3
47	35.36923760271582	38.0	35.0	39.0	30.0	40.0	pc3
48	35.15163175146074	38.0	34.0	39.0	29.0	40.0	pc3
49	35.26550515568649	38.0	34.0	39.0	29.0	40.0	pc3
50	35.75981107175106	38.0	35.0	40.0	30.0	40.0	pc3
51	35.85122125865224	38.0	35.0	39.0	30.0	40.0	pc3
52	35.748024505016424	38.0	35.0	40.0	30.0	40.0	pc3
53	35.57706404320987	38.0	35.0	39.0	30.0	40.0	pc3
54	35.45037085514834	38.0	34.0	39.0	29.0	40.0	pc3
55	35.41429595983744	38.0	35.0	39.0	30.0	40.0	pc3
56	35.007168458781365	38.0	34.0	39.0	28.0	40.0	pc3
57	35.01605413294414	38.0	34.0	39.0	29.0	40.0	pc3
58	34.98055172413793	38.0	34.0	39.0	28.0	40.0	pc3
59	34.50296331891719	38.0	33.0	39.0	27.0	40.0	pc3
60	35.09765275040316	38.0	34.0	39.0	29.0	40.0	pc3
61	35.58510854128627	38.0	35.0	39.0	31.0	40.0	pc3
62	35.61008031016339	38.0	35.0	39.0	31.0	40.0	pc3
63	35.957766143106454	38.0	35.0	39.0	31.0	40.0	pc3
64	35.43515087347803	37.0	35.0	39.0	30.0	40.0	pc3
65	35.513535031847134	38.0	35.0	39.0	31.0	40.0	pc3
66	35.64206268958544	38.0	35.0	39.0	31.0	40.0	pc3
67	36.2	38.0	36.0	39.0	33.0	40.0	pc3
68	35.578947368421055	37.0	35.0	39.0	31.0	40.0	pc3
