GC_Content	Count	sample
0	36.0	pc3
1	35.5	pc3
2	33.5	pc3
3	27.0	pc3
4	22.0	pc3
5	23.5	pc3
6	29.0	pc3
7	44.5	pc3
8	68.5	pc3
9	92.5	pc3
10	111.0	pc3
11	140.0	pc3
12	223.5	pc3
13	364.0	pc3
14	499.5	pc3
15	696.5	pc3
16	1019.0	pc3
17	1491.5	pc3
18	2288.5	pc3
19	4212.0	pc3
20	12354.0	pc3
21	21093.5	pc3
22	22300.0	pc3
23	20855.0	pc3
24	21714.0	pc3
25	37306.0	pc3
26	60827.0	pc3
27	71399.5	pc3
28	90210.0	pc3
29	112988.5	pc3
30	261911.0	pc3
31	503148.0	pc3
32	607394.0	pc3
33	773041.5	pc3
34	1079341.5	pc3
35	1231080.0	pc3
36	1313165.5	pc3
37	1291208.5	pc3
38	1209353.0	pc3
39	1365075.0	pc3
40	1525353.0	pc3
41	1576357.0	pc3
42	1608753.5	pc3
43	1841597.5	pc3
44	2158782.5	pc3
45	2441340.5	pc3
46	2950929.5	pc3
47	4003398.5	pc3
48	4741718.5	pc3
49	4810628.5	pc3
50	3858778.0	pc3
51	2823564.5	pc3
52	2381924.0	pc3
53	1715380.5	pc3
54	1352793.0	pc3
55	1086253.0	pc3
56	1050389.0	pc3
57	1222262.0	pc3
58	1204594.0	pc3
59	971051.0	pc3
60	772032.0	pc3
61	688034.0	pc3
62	668175.0	pc3
63	631288.0	pc3
64	520338.0	pc3
65	416506.5	pc3
66	289598.5	pc3
67	197106.5	pc3
68	159868.0	pc3
69	128411.5	pc3
70	118320.0	pc3
71	99698.5	pc3
72	84879.0	pc3
73	79441.5	pc3
74	58504.5	pc3
75	38587.0	pc3
76	29770.0	pc3
77	23806.0	pc3
78	20378.5	pc3
79	19513.0	pc3
80	17966.5	pc3
81	17209.0	pc3
82	17953.0	pc3
83	16422.0	pc3
84	14434.0	pc3
85	11639.0	pc3
86	7906.0	pc3
87	6133.0	pc3
88	5654.5	pc3
89	5305.0	pc3
90	5008.0	pc3
91	4117.0	pc3
92	2822.5	pc3
93	2128.5	pc3
94	1889.5	pc3
95	1771.0	pc3
96	1745.5	pc3
97	1465.5	pc3
98	729.0	pc3
99	262.0	pc3
100	261.0	pc3
