Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	sample
1	38.75981688005016	40.0	39.0	40.0	36.0	40.0	pt3
2	38.621934285085224	40.0	38.0	40.0	36.0	40.0	pt3
3	38.651556626476186	40.0	39.0	40.0	36.0	40.0	pt3
4	38.58128386670785	40.0	38.0	40.0	35.0	40.0	pt3
5	38.660512429989794	40.0	39.0	40.0	36.0	40.0	pt3
6	38.51857244577281	40.0	39.0	40.0	35.0	40.0	pt3
7	38.60052048097728	40.0	39.0	40.0	35.0	40.0	pt3
8	38.568482259174154	40.0	38.0	40.0	35.0	40.0	pt3
9	38.52433437546752	40.0	38.0	40.0	35.0	40.0	pt3
10	38.57200758926201	40.0	38.0	40.0	35.0	40.0	pt3
11	38.53937304994153	40.0	38.0	40.0	35.0	40.0	pt3
12	38.52985142241999	40.0	38.0	40.0	35.0	40.0	pt3
13	38.55184016353868	40.0	38.0	40.0	35.0	40.0	pt3
14	38.47515406962463	40.0	38.0	40.0	35.0	40.0	pt3
15	38.42586277208082	40.0	38.0	40.0	35.0	40.0	pt3
16	38.520806299795474	40.0	38.0	40.0	35.0	40.0	pt3
17	38.42495047871597	40.0	38.0	40.0	35.0	40.0	pt3
18	38.33796498173317	40.0	38.0	40.0	35.0	40.0	pt3
19	38.35055075933056	40.0	38.0	40.0	35.0	40.0	pt3
20	38.39677936456522	40.0	38.0	40.0	35.0	40.0	pt3
21	38.09291795897616	39.0	38.0	40.0	35.0	40.0	pt3
22	38.39319717512571	40.0	38.0	40.0	35.0	40.0	pt3
23	38.16165565275911	40.0	38.0	40.0	35.0	40.0	pt3
24	37.95229640277714	39.0	38.0	40.0	33.0	40.0	pt3
25	38.157536542801445	40.0	38.0	40.0	35.0	40.0	pt3
26	38.017403184221884	39.0	38.0	40.0	35.0	40.0	pt3
27	37.87504471087592	39.0	38.0	40.0	33.0	40.0	pt3
28	37.92496818517408	39.0	38.0	40.0	34.0	40.0	pt3
29	37.797035765678146	39.0	38.0	40.0	33.0	40.0	pt3
30	37.22115240275458	39.0	36.0	40.0	33.0	40.0	pt3
31	37.53758191664005	39.0	37.0	40.0	33.0	40.0	pt3
32	37.62242497450225	39.0	38.0	40.0	33.0	40.0	pt3
33	37.75782647566749	39.0	38.0	40.0	34.0	40.0	pt3
34	35.666508312796815	38.0	34.0	40.0	29.0	40.0	pt3
35	36.12848012669146	38.0	35.0	39.0	31.0	40.0	pt3
36	36.296886957412404	38.0	36.0	39.0	32.0	40.0	pt3
37	36.08704724221973	38.0	35.0	40.0	30.0	40.0	pt3
38	36.43343461427114	38.0	35.0	40.0	31.0	40.0	pt3
39	36.24536265295265	38.0	35.0	40.0	31.0	40.0	pt3
40	35.51839500268741	38.0	34.0	40.0	29.0	40.0	pt3
41	35.529645762374315	38.0	34.0	40.0	29.0	40.0	pt3
42	35.65546942849365	38.0	35.0	40.0	30.0	40.0	pt3
43	35.931373330993665	38.0	35.0	40.0	30.0	40.0	pt3
44	35.43268972400292	38.0	34.0	40.0	29.0	40.0	pt3
45	35.41510088580009	38.0	34.0	40.0	29.0	40.0	pt3
46	36.113528106220876	38.0	35.0	40.0	31.0	40.0	pt3
47	35.83385302671424	38.0	35.0	40.0	31.0	40.0	pt3
48	35.523089826661845	38.0	35.0	39.0	29.0	40.0	pt3
49	35.65802503240613	38.0	35.0	40.0	30.0	40.0	pt3
50	35.79830035514967	38.0	35.0	40.0	30.0	40.0	pt3
51	35.79225313393446	38.0	35.0	40.0	30.0	40.0	pt3
52	35.82286876547577	38.0	35.0	40.0	30.0	40.0	pt3
53	35.60298582204	38.0	35.0	40.0	30.0	40.0	pt3
54	35.49874215946064	38.0	35.0	39.0	30.0	40.0	pt3
55	35.42843866171004	38.0	35.0	39.0	30.0	40.0	pt3
56	34.90063837776943	38.0	33.0	39.0	28.0	40.0	pt3
57	34.29831462840835	37.0	33.0	39.0	27.0	40.0	pt3
58	34.758327032512234	38.0	33.0	39.0	27.0	40.0	pt3
59	34.46674519753534	37.0	33.0	39.0	27.0	40.0	pt3
60	34.746921119592876	37.0	33.0	39.0	28.0	40.0	pt3
61	35.625142987874625	38.0	35.0	39.0	30.0	40.0	pt3
62	35.69573344169037	38.0	35.0	39.0	31.0	40.0	pt3
63	35.93374673629243	38.0	35.0	39.0	31.0	40.0	pt3
64	35.739011490060186	38.0	35.0	39.0	31.0	40.0	pt3
65	35.29259757738896	37.0	34.0	39.0	30.0	40.0	pt3
66	35.660267398011655	38.0	35.0	39.0	31.0	40.0	pt3
67	36.271484375	38.0	36.0	39.0	33.0	40.0	pt3
68	35.5823195458232	37.0	35.0	39.0	31.0	40.0	pt3
