Tile	Base	Mean	sample
1	1	-0.6188471938018978	ct3
1	2	-0.6107829712596953	ct3
1	3	-0.5757237198531939	ct3
1	4	-0.5862830821993867	ct3
1	5	-0.5988908148263619	ct3
1	6	-0.6093233398276467	ct3
1	7	-0.6041600056325152	ct3
1	8	-0.6106697545261355	ct3
1	9	-0.597578462959639	ct3
1	10	-0.6268018058926188	ct3
1	11	-0.5326116200443636	ct3
1	12	-0.6357833378716364	ct3
1	13	-0.6060372796833207	ct3
1	14	-0.612293236416356	ct3
1	15	-0.6527902262178742	ct3
1	16	-0.5920898799094445	ct3
1	17	-0.5840326343027868	ct3
1	18	-0.6054450237327771	ct3
1	19	-0.6320637945380838	ct3
1	20	-0.7211622988000741	ct3
1	21	-0.7121295029055688	ct3
1	22	-0.6736124903798384	ct3
1	23	-0.6987256365975156	ct3
1	24	-0.3116990766774137	ct3
1	25	-0.7631610780915636	ct3
1	26	-0.23542746761779654	ct3
1	27	-0.48882740183302786	ct3
1	28	0.2941863054162752	ct3
2	1	-0.6993559192440912	ct3
2	2	-0.713755216683623	ct3
2	3	-0.7116901803180156	ct3
2	4	-0.7030486361441532	ct3
2	5	-0.7093336634200185	ct3
2	6	-0.6872031784504316	ct3
2	7	-0.7040609050053774	ct3
2	8	-0.7609072120030049	ct3
2	9	-0.7078146030062129	ct3
2	10	-0.7603938782691486	ct3
2	11	-0.6812366388457534	ct3
2	12	-0.7401374450005846	ct3
2	13	-0.6977969931982386	ct3
2	14	-0.7728776420952812	ct3
2	15	-0.7851834370248554	ct3
2	16	-0.7449945470262733	ct3
2	17	-0.8193627812682749	ct3
2	18	-0.7588078819236372	ct3
2	19	-0.7925852863206373	ct3
2	20	-0.7325806198751152	ct3
2	21	-0.7728665143878359	ct3
2	22	-0.6178186678215951	ct3
2	23	-0.7259644916785248	ct3
2	24	-0.82696554459487	ct3
2	25	-0.766507071942172	ct3
2	26	-0.5845996307622272	ct3
2	27	-0.7066096196152429	ct3
2	28	-2.214512434154109	ct3
3	1	-0.486123948952077	ct3
3	2	-0.6031674781541838	ct3
3	3	-0.5411826746856079	ct3
3	4	-0.5936224766697293	ct3
3	5	-0.5738177275077021	ct3
3	6	-0.6303613203571601	ct3
3	7	-0.6351014395175554	ct3
3	8	-0.6306012584863154	ct3
3	9	-0.672113440500766	ct3
3	10	-0.623375543777648	ct3
3	11	-0.5433876597337814	ct3
3	12	-0.5798254099931057	ct3
3	13	-0.6015147889064423	ct3
3	14	-0.5970843683802016	ct3
3	15	-0.6468486030574923	ct3
3	16	-0.5715180034121374	ct3
3	17	-0.6253124762632893	ct3
3	18	-0.5768860316231397	ct3
3	19	-0.65517588625314	ct3
3	20	-0.6514455176442979	ct3
3	21	-0.6382432220774348	ct3
3	22	-0.6007206418165154	ct3
3	23	-0.8539448154933353	ct3
3	24	-0.5853833765695953	ct3
3	25	-0.730881003160107	ct3
3	26	-0.4903946828967989	ct3
3	27	-0.06679619562915917	ct3
3	28	0.4947892339261841	ct3
4	1	-0.43373419609355324	ct3
4	2	-0.4547229105451649	ct3
4	3	-0.4390229645538781	ct3
4	4	-0.47631570690302283	ct3
4	5	-0.43338615556960036	ct3
4	6	-0.5294287537233018	ct3
4	7	-0.39004530844567853	ct3
4	8	-0.44864088100300137	ct3
4	9	-0.4398085771901279	ct3
4	10	-0.42513721954612294	ct3
4	11	-0.45307932885237534	ct3
4	12	-0.47245932745462227	ct3
4	13	-0.41481028703378797	ct3
4	14	-0.4146817521684554	ct3
4	15	-0.4620688944607352	ct3
4	16	-0.46359219027559817	ct3
4	17	-0.48137802468752966	ct3
4	18	-0.47070151055527987	ct3
4	19	-0.5139639570281247	ct3
4	20	-0.5254152007455772	ct3
4	21	-0.45315795690182625	ct3
4	22	-0.40709394929625375	ct3
4	23	-0.39937933180146956	ct3
4	24	-0.19270751536927122	ct3
4	25	-0.024329462971287796	ct3
4	26	0.06762186450928453	ct3
4	27	0.2868797677097561	ct3
4	28	0.22119305710420178	ct3
5	1	-0.3405504832734181	ct3
5	2	-0.37602012558330244	ct3
5	3	-0.23447022511189175	ct3
5	4	-0.31984263456538997	ct3
5	5	-0.23159484794153684	ct3
5	6	-0.1334205476541115	ct3
5	7	-0.14583903893963424	ct3
5	8	-0.3462608360669961	ct3
5	9	-0.18700838551320942	ct3
5	10	-0.18949211779519715	ct3
5	11	-0.16218264294924722	ct3
5	12	-0.10789524746737555	ct3
5	13	-0.1746107671417363	ct3
5	14	-0.1555530060623127	ct3
5	15	-0.11327291456646549	ct3
5	16	-0.08504530955011091	ct3
5	17	-0.14101205358070956	ct3
5	18	-0.08356846465076728	ct3
5	19	-0.1354795553020196	ct3
5	20	-0.14142727735704597	ct3
5	21	-0.09384299797454787	ct3
5	22	0.001686066391172858	ct3
5	23	-0.14485829971246744	ct3
5	24	-0.30584052581373555	ct3
5	25	-0.14040842650736352	ct3
5	26	-0.4782991395512539	ct3
5	27	-0.4357500444078397	ct3
5	28	-0.44224780311085254	ct3
6	1	-0.44150975976572937	ct3
6	2	-0.4963786816192908	ct3
6	3	-0.40547790605695866	ct3
6	4	-0.4605701380819056	ct3
6	5	-0.4650944396204082	ct3
6	6	-0.41238764321504107	ct3
6	7	-0.4257412214948033	ct3
6	8	-0.4181464353297031	ct3
6	9	-0.49303591245838874	ct3
6	10	-0.40163896420915535	ct3
6	11	-0.3205478001410853	ct3
6	12	-0.4031130406180239	ct3
