Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	sample
1	38.71695331293638	40.0	38.0	40.0	36.0	40.0	pt4
2	38.583149312384535	40.0	38.0	40.0	35.0	40.0	pt4
3	38.56710793929331	40.0	38.0	40.0	36.0	40.0	pt4
4	38.54140887241504	40.0	38.0	40.0	35.0	40.0	pt4
5	38.58461318600567	40.0	38.0	40.0	36.0	40.0	pt4
6	38.44180516161193	40.0	38.0	40.0	35.0	40.0	pt4
7	38.532843616277674	40.0	38.0	40.0	35.0	40.0	pt4
8	38.53673322493331	40.0	38.0	40.0	35.0	40.0	pt4
9	38.47217908720829	40.0	38.0	40.0	35.0	40.0	pt4
10	38.52298851646179	40.0	38.0	40.0	35.0	40.0	pt4
11	38.56882335681172	40.0	38.0	40.0	36.0	40.0	pt4
12	38.503036596625414	40.0	38.0	40.0	35.0	40.0	pt4
13	38.49729246122653	40.0	38.0	40.0	35.0	40.0	pt4
14	38.42568003616266	40.0	38.0	40.0	35.0	40.0	pt4
15	38.398087506299355	40.0	38.0	40.0	35.0	40.0	pt4
16	38.51227732126687	40.0	38.0	40.0	35.0	40.0	pt4
17	38.46477811791816	40.0	38.0	40.0	35.0	40.0	pt4
18	38.36241374698741	40.0	38.0	40.0	35.0	40.0	pt4
19	38.376426915125286	40.0	38.0	40.0	35.0	40.0	pt4
20	38.34856571356797	40.0	38.0	40.0	35.0	40.0	pt4
21	38.308213881084264	40.0	38.0	40.0	35.0	40.0	pt4
22	38.37230191423191	40.0	38.0	40.0	35.0	40.0	pt4
23	38.105427104318686	39.0	38.0	40.0	35.0	40.0	pt4
24	37.91727773796364	39.0	38.0	40.0	33.0	40.0	pt4
25	38.11075654978736	39.0	38.0	40.0	35.0	40.0	pt4
26	37.97392716202671	39.0	38.0	40.0	35.0	40.0	pt4
27	37.82683563288479	39.0	38.0	40.0	33.0	40.0	pt4
28	37.87990796301795	39.0	38.0	40.0	33.0	40.0	pt4
29	37.79946970888168	39.0	38.0	40.0	33.0	40.0	pt4
30	37.01716973923491	39.0	36.0	40.0	33.0	40.0	pt4
31	37.66377850323292	39.0	38.0	40.0	33.0	40.0	pt4
32	37.6431632427862	39.0	38.0	40.0	33.0	40.0	pt4
33	37.659283307594045	39.0	38.0	40.0	33.0	40.0	pt4
34	36.25291253581521	38.0	35.0	40.0	31.0	40.0	pt4
35	36.11036007423729	38.0	35.0	40.0	30.0	40.0	pt4
36	36.451371491487016	38.0	36.0	40.0	32.0	40.0	pt4
37	36.25083904562374	38.0	35.0	40.0	31.0	40.0	pt4
38	36.38776033985436	38.0	35.0	40.0	31.0	40.0	pt4
39	36.15236420662453	38.0	35.0	40.0	30.0	40.0	pt4
40	35.60290042162111	38.0	35.0	40.0	29.0	40.0	pt4
41	35.487122915397165	38.0	34.0	40.0	29.0	40.0	pt4
42	35.667232987028434	38.0	35.0	40.0	29.0	40.0	pt4
43	35.83488547947386	38.0	35.0	40.0	30.0	40.0	pt4
44	35.37410529664387	38.0	34.0	40.0	29.0	40.0	pt4
45	35.35423225575264	38.0	34.0	40.0	28.0	40.0	pt4
46	36.109052465051185	38.0	35.0	40.0	31.0	40.0	pt4
47	35.923332459131046	38.0	35.0	40.0	31.0	40.0	pt4
48	35.44728342369362	38.0	35.0	39.0	29.0	40.0	pt4
49	35.548269624984925	38.0	35.0	39.0	30.0	40.0	pt4
50	35.825729351751015	38.0	35.0	40.0	30.0	40.0	pt4
51	35.875150914775716	38.0	35.0	40.0	30.0	40.0	pt4
52	35.82235885230728	38.0	35.0	40.0	30.0	40.0	pt4
53	35.45072681005333	38.0	34.0	39.0	30.0	40.0	pt4
54	35.65487550320561	38.0	35.0	39.0	30.0	40.0	pt4
55	35.52298283685145	38.0	35.0	39.0	30.0	40.0	pt4
56	34.99539246338654	38.0	34.0	39.0	28.0	40.0	pt4
57	34.38911307271963	37.0	33.0	39.0	28.0	40.0	pt4
58	34.714119472459274	38.0	33.0	39.0	27.0	40.0	pt4
59	34.70290448436973	37.0	33.0	39.0	28.0	40.0	pt4
60	35.04859091630096	38.0	34.0	39.0	29.0	40.0	pt4
61	35.70430616349225	38.0	35.0	39.0	31.0	40.0	pt4
62	35.64799538030028	38.0	35.0	39.0	30.0	40.0	pt4
63	35.87133087848501	38.0	35.0	39.0	31.0	40.0	pt4
64	35.76402985074627	38.0	35.0	39.0	30.0	40.0	pt4
65	35.35156931124673	38.0	34.0	39.0	30.0	40.0	pt4
66	35.5402576489533	38.0	35.0	39.0	31.0	40.0	pt4
67	36.002098635886675	38.0	35.0	39.0	32.0	40.0	pt4
68	35.098937954164334	36.0	34.0	39.0	30.0	39.0	pt4
