GC_Content	Count	sample
0	38.0	pt4
1	38.5	pt4
2	38.0	pt4
3	32.0	pt4
4	26.5	pt4
5	28.0	pt4
6	33.5	pt4
7	48.0	pt4
8	79.5	pt4
9	115.0	pt4
10	138.0	pt4
11	173.5	pt4
12	257.0	pt4
13	392.0	pt4
14	534.0	pt4
15	772.0	pt4
16	1170.0	pt4
17	1704.5	pt4
18	2546.0	pt4
19	4817.5	pt4
20	13844.5	pt4
21	23077.5	pt4
22	24061.5	pt4
23	21755.5	pt4
24	21692.5	pt4
25	37850.5	pt4
26	62255.5	pt4
27	73738.0	pt4
28	94585.5	pt4
29	119138.0	pt4
30	276505.0	pt4
31	519675.5	pt4
32	614807.0	pt4
33	776274.0	pt4
34	1091794.0	pt4
35	1262827.5	pt4
36	1348191.0	pt4
37	1324405.0	pt4
38	1238620.5	pt4
39	1449754.5	pt4
40	1684380.5	pt4
41	1741335.5	pt4
42	1830614.5	pt4
43	2072754.5	pt4
44	2416274.0	pt4
45	2705149.0	pt4
46	3053829.0	pt4
47	3801016.5	pt4
48	4120478.0	pt4
49	3979775.5	pt4
50	3140041.0	pt4
51	2186996.5	pt4
52	1702168.0	pt4
53	1114840.0	pt4
54	875310.0	pt4
55	756860.5	pt4
56	774657.0	pt4
57	878593.5	pt4
58	898534.5	pt4
59	767951.0	pt4
60	662905.0	pt4
61	604870.5	pt4
62	568272.0	pt4
63	526162.0	pt4
64	428381.5	pt4
65	340635.0	pt4
66	225315.5	pt4
67	148328.5	pt4
68	124922.0	pt4
69	103671.0	pt4
70	92863.5	pt4
71	78364.5	pt4
72	69052.5	pt4
73	67248.5	pt4
74	53851.0	pt4
75	38540.0	pt4
76	29522.0	pt4
77	22657.5	pt4
78	18483.0	pt4
79	17273.0	pt4
80	15551.0	pt4
81	15095.5	pt4
82	16190.5	pt4
83	14832.0	pt4
84	12804.5	pt4
85	9970.0	pt4
86	6103.0	pt4
87	3918.5	pt4
88	3178.0	pt4
89	2689.0	pt4
90	2351.5	pt4
91	1989.0	pt4
92	1686.5	pt4
93	1366.0	pt4
94	1067.0	pt4
95	932.5	pt4
96	886.0	pt4
97	750.0	pt4
98	397.0	pt4
99	168.0	pt4
100	165.0	pt4
