Base	N-Count	sample
1	0.031027093601004342	pt4
2	0.0	pt4
3	0.0	pt4
4	0.0	pt4
5	8.102753817687753E-4	pt4
6	2.4379967239060495E-4	pt4
7	3.2984661558728906E-4	pt4
8	0.0	pt4
9	0.0	pt4
10	0.0	pt4
11	7.170578599723675E-6	pt4
12	0.015775272919392083	pt4
13	4.445758731828678E-4	pt4
14	2.222879365914339E-4	pt4
15	0.0	pt4
16	0.0	pt4
17	9.321752179640777E-5	pt4
18	2.526053900360742E-4	pt4
19	0.0	pt4
20	0.0	pt4
21	0.0	pt4
22	3.424279045869159E-5	pt4
23	3.884178962250959E-5	pt4
24	0.0	pt4
25	0.0	pt4
26	0.0	pt4
27	0.0	pt4
28	0.0	pt4
29	0.0	pt4
30	0.0	pt4
31	0.0	pt4
32	9.31203608600224E-5	pt4
33	3.040671720871201E-5	pt4
34	0.0	pt4
35	0.0	pt4
36	0.0	pt4
37	0.0	pt4
38	0.0	pt4
39	0.0	pt4
40	0.0	pt4
41	0.0	pt4
42	8.494805426481707E-4	pt4
43	0.0	pt4
44	0.0	pt4
45	0.0	pt4
46	0.0	pt4
47	0.0	pt4
48	0.0	pt4
49	0.0	pt4
50	0.0	pt4
51	0.0	pt4
52	0.0	pt4
53	0.0	pt4
54	0.0	pt4
55	0.0	pt4
56	0.0	pt4
57	1.4796132828919715	pt4
58	0.0	pt4
59	0.0	pt4
60	0.0	pt4
61	0.005915059742103395	pt4
62	0.0	pt4
63	0.0	pt4
64	0.0	pt4
65	0.0	pt4
66	0.0	pt4
67	0.0	pt4
68	0.0	pt4
