Tile	Base	Mean	sample
1	1	-0.6256472401700037	pc2
1	2	-0.7776264588219703	pc2
1	3	-0.3236787882842549	pc2
1	4	-0.7128960455525615	pc2
1	5	-0.7922690097719354	pc2
1	6	-0.5338083867209633	pc2
1	7	-0.6211469700487982	pc2
1	8	-0.7942414223259178	pc2
1	9	-0.8804896703501655	pc2
1	10	1.085903226599683	pc2
1	11	-0.6042863424445741	pc2
1	12	-0.4499924418704069	pc2
1	13	-0.48588199311019054	pc2
1	14	-0.4559035185710414	pc2
1	15	-0.5700720118437346	pc2
1	16	-1.0686586699631206	pc2
1	17	-0.5975931461401061	pc2
1	18	-0.7294979123518885	pc2
1	19	-0.8767101330803229	pc2
1	20	-0.8394471442970683	pc2
1	21	-0.4796017025688073	pc2
1	22	-0.952854282911801	pc2
1	23	-1.2176688745842057	pc2
1	24	-1.3990277894809537	pc2
1	25	-1.4298918010391546	pc2
1	26	-2.042905939201603	pc2
1	27	-2.269369352008127	pc2
1	28	-2.024536796832166	pc2
1	29	-1.9932630966778504	pc2
1	30	-1.8857225461202987	pc2
1	31	-1.9550228793220796	pc2
1	32	-2.248158622208827	pc2
1	33	-2.1925836467442394	pc2
1	34	-2.58213227748346	pc2
1	35	-1.3942819705110452	pc2
1	36	-0.5633951937214121	pc2
1	37	-0.8818234022854625	pc2
1	38	-0.7472877032895227	pc2
1	39	-1.0361699034855079	pc2
1	40	-0.654935485546531	pc2
1	41	-0.7914032268229931	pc2
1	42	-0.946807355000054	pc2
1	43	-1.5352795491303581	pc2
1	44	-0.9801310441090436	pc2
1	45	-1.3512836415572025	pc2
1	46	-2.877703406469756	pc2
1	47	-2.4403291688988205	pc2
1	48	-4.20577801299158	pc2
1	49	-3.7481005173100606	pc2
1	50	-3.7349457277816676	pc2
1	51	-3.7351108076148805	pc2
1	52	-7.666085587070892	pc2
1	53	-6.535356878100696	pc2
1	54	-5.483976870759939	pc2
1	55	-5.892343744218735	pc2
1	56	-5.49994939879808	pc2
1	57	-4.220976786371519	pc2
1	58	-6.771184621908322	pc2
1	59	-5.729437981000469	pc2
1	60	-0.1755357142857079	pc2
1	61	-0.9910320466570539	pc2
1	62	-5.6857671957671805	pc2
1	63	2.1076388888888857	pc2
1	64	9.347222222222221	pc2
1	65	10.022222222222226	pc2
1	66	-16.488888888888887	pc2
1	67	-13.4	pc2
1	68	-8.516666666666667	pc2
2	1	-0.39381755530578744	pc2
2	2	-0.4554787275885488	pc2
2	3	-0.06956668521847575	pc2
2	4	-0.41986596156525025	pc2
2	5	-0.37659466407060194	pc2
2	6	-0.3069771993853223	pc2
2	7	-0.30347855446410676	pc2
2	8	-0.29892134149868355	pc2
2	9	-0.3157208335814232	pc2
2	10	1.3353950057278752	pc2
2	11	-0.32673602672876	pc2
2	12	-0.3270322414729563	pc2
2	13	-0.127092089556065	pc2
2	14	-0.28951370298283763	pc2
2	15	-0.17426141505259096	pc2
2	16	-0.6322174890130583	pc2
2	17	-0.4730821497917077	pc2
2	18	-0.6257910376561853	pc2
2	19	-0.5335158784635539	pc2
2	20	-0.6692921853270164	pc2
2	21	-0.44769992909597534	pc2
2	22	-0.6390753369113753	pc2
2	23	-0.7912416108809381	pc2
2	24	-0.6400601792280369	pc2
2	25	-0.7562545265804985	pc2
2	26	-0.8403608590469105	pc2
2	27	-0.786770421239261	pc2
2	28	-0.5885282339218918	pc2
2	29	-0.6804390819648418	pc2
2	30	-0.6277133183765571	pc2
2	31	-0.6661830747746293	pc2
2	32	-0.8300481414662713	pc2
2	33	-0.8093007836554662	pc2
2	34	-0.9524933663338118	pc2
2	35	-0.9828863924234525	pc2
2	36	-0.6569941467100051	pc2
2	37	-1.319696178108373	pc2
2	38	-0.8789436129305059	pc2
2	39	-0.9683013588845739	pc2
2	40	-0.35920449139448607	pc2
2	41	-0.3282685689863527	pc2
2	42	0.14387061110164012	pc2
2	43	-0.12236893033738738	pc2
2	44	-0.6410257050036989	pc2
2	45	-0.5970463534216108	pc2
2	46	-0.034406305020482364	pc2
2	47	1.4042086462272323	pc2
2	48	0.8844997647861987	pc2
2	49	0.5376137684042277	pc2
2	50	-0.12529660497465045	pc2
2	51	-0.951019898523974	pc2
2	52	-0.46608558707089287	pc2
2	53	0.3896431218993044	pc2
2	54	-0.171476870759939	pc2
2	55	-0.19591517279016557	pc2
2	56	-1.5475684464171309	pc2
2	57	-1.1614529768477126	pc2
2	58	-1.823132673856371	pc2
2	59	-1.1320353835978736	pc2
2	60	-3.1755357142857044	pc2
2	61	-4.729127284752291	pc2
2	62	-4.304814814814797	pc2
2	63	-6.559027777777779	pc2
2	64	1.0138888888888893	pc2
2	65	-0.9777777777777743	pc2
2	66	2.511111111111113	pc2
2	67	-11.4	pc2
2	68	-8.516666666666667	pc2
3	1	-0.38720685102365593	pc2
3	2	-0.4212954733350216	pc2
3	3	-0.08363608308205528	pc2
3	4	-0.4327076081602499	pc2
3	5	-0.44790310191794447	pc2
3	6	-0.3936612563893007	pc2
3	7	-0.2750389090637029	pc2
3	8	-0.2761432248856366	pc2
3	9	-0.39829412054303504	pc2
3	10	1.3770472032053362	pc2
3	11	-0.3383508121266203	pc2
3	12	-0.21922913336783267	pc2
3	13	-0.22274972513779545	pc2
3	14	-0.17603495762885757	pc2
3	15	-0.42330651490583193	pc2
3	16	-0.6601452714695171	pc2
3	17	-0.499892378457254	pc2
3	18	-0.5129636310857961	pc2
3	19	-0.659081079035019	pc2
3	20	-0.5241274037907644	pc2
3	21	-0.39454666927206716	pc2
3	22	-0.5771118723356778	pc2
3	23	-0.49377292272115625	pc2
3	24	-0.5745180928520384	pc2
3	25	-0.5042950738690237	pc2
3	26	-0.6186500839189435	pc2
3	27	-0.7120259849148951	pc2
3	28	-0.5205372280794123	pc2
3	29	-0.6635161286073696	pc2
