Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	sample
1	38.64188426688438	40.0	38.0	40.0	36.0	40.0	pc2
2	38.5213257618662	40.0	38.0	40.0	35.0	40.0	pc2
3	38.26511614376126	40.0	38.0	40.0	35.0	40.0	pc2
4	38.48362521857217	40.0	38.0	40.0	35.0	40.0	pc2
5	38.569064496956386	40.0	38.0	40.0	36.0	40.0	pc2
6	38.302159909913854	39.0	38.0	40.0	35.0	40.0	pc2
7	38.284005304857594	40.0	38.0	40.0	35.0	40.0	pc2
8	38.26191603030508	40.0	38.0	40.0	35.0	40.0	pc2
9	38.22878619260911	40.0	38.0	40.0	35.0	40.0	pc2
10	36.50495158650771	39.0	38.0	40.0	31.0	40.0	pc2
11	38.01960930615431	40.0	38.0	40.0	34.0	40.0	pc2
12	38.16340302816485	40.0	38.0	40.0	35.0	40.0	pc2
13	37.96986771391857	39.0	38.0	40.0	34.0	40.0	pc2
14	38.08648468065466	39.0	38.0	40.0	35.0	40.0	pc2
15	37.95990810911349	39.0	38.0	40.0	34.0	40.0	pc2
16	38.29994917098469	40.0	38.0	40.0	35.0	40.0	pc2
17	38.331943302078564	40.0	38.0	40.0	35.0	40.0	pc2
18	38.0261325021141	39.0	38.0	40.0	34.0	40.0	pc2
19	38.08758184128883	39.0	38.0	40.0	35.0	40.0	pc2
20	38.22810070933043	39.0	38.0	40.0	35.0	40.0	pc2
21	37.90634981528182	39.0	38.0	40.0	35.0	40.0	pc2
22	38.077805951753795	39.0	38.0	40.0	35.0	40.0	pc2
23	37.902904576797624	39.0	38.0	40.0	35.0	40.0	pc2
24	37.66854686363304	39.0	37.0	40.0	33.0	40.0	pc2
25	37.848383104242615	39.0	38.0	40.0	34.0	40.0	pc2
26	37.7072996793949	39.0	38.0	40.0	33.0	40.0	pc2
27	37.5319143448864	39.0	37.0	40.0	33.0	40.0	pc2
28	37.25813921825652	39.0	37.0	40.0	33.0	40.0	pc2
29	37.40694042867408	39.0	37.0	40.0	33.0	40.0	pc2
30	36.668582480492866	38.0	35.0	40.0	31.0	40.0	pc2
31	37.083974366060225	39.0	36.0	40.0	33.0	40.0	pc2
32	37.39325234677375	39.0	37.0	40.0	33.0	40.0	pc2
33	37.44983902936397	39.0	38.0	40.0	33.0	40.0	pc2
34	36.579404843384864	38.0	35.0	40.0	31.0	40.0	pc2
35	36.90476233926506	38.0	36.0	40.0	33.0	40.0	pc2
36	36.41950802016535	38.0	36.0	39.0	33.0	40.0	pc2
37	36.139800483440226	38.0	35.0	40.0	30.0	40.0	pc2
38	36.580616809994936	38.0	36.0	40.0	32.0	40.0	pc2
39	36.21731794763641	38.0	35.0	40.0	30.0	40.0	pc2
40	35.9482326259841	38.0	35.0	40.0	30.0	40.0	pc2
41	35.793597374601845	38.0	35.0	40.0	29.0	40.0	pc2
42	35.72032639683163	38.0	35.0	40.0	29.0	40.0	pc2
43	36.13270961782208	38.0	35.0	40.0	30.0	40.0	pc2
44	35.87032132059823	38.0	35.0	40.0	30.0	40.0	pc2
45	35.73943525458775	38.0	35.0	40.0	29.0	40.0	pc2
46	36.1126722281461	39.0	35.0	40.0	30.0	40.0	pc2
47	35.30793409644551	38.0	35.0	39.0	29.0	40.0	pc2
48	35.29575717225517	38.0	35.0	39.0	29.0	40.0	pc2
49	35.41215016487698	38.0	35.0	39.0	29.0	40.0	pc2
50	35.50521758436945	38.0	35.0	40.0	29.0	40.0	pc2
51	35.59817787971458	38.0	35.0	40.0	30.0	40.0	pc2
52	35.43079823098673	38.0	35.0	39.0	29.0	40.0	pc2
53	35.10378500524574	38.0	34.0	39.0	29.0	40.0	pc2
54	35.23541742617572	38.0	34.0	39.0	29.0	40.0	pc2
55	35.20732451678535	38.0	34.0	39.0	29.0	40.0	pc2
56	35.02725157859754	38.0	34.0	39.0	29.0	40.0	pc2
57	34.92422287390029	38.0	34.0	39.0	29.0	40.0	pc2
58	34.85884395931531	38.0	33.0	39.0	28.0	40.0	pc2
59	34.548479223190064	37.0	33.0	39.0	27.0	40.0	pc2
60	34.76473429951691	37.0	33.0	39.0	29.0	40.0	pc2
61	35.68555292402988	38.0	35.0	40.0	31.0	40.0	pc2
62	35.74101094319958	38.0	35.0	39.0	31.0	40.0	pc2
63	36.21103025660666	38.0	36.0	40.0	31.0	40.0	pc2
64	35.270270270270274	38.0	34.0	39.0	29.0	40.0	pc2
65	35.14887640449438	38.0	35.0	39.0	30.0	40.0	pc2
66	35.13341067285383	38.0	35.0	39.0	29.0	40.0	pc2
67	35.6905487804878	38.0	35.0	39.0	31.0	40.0	pc2
68	34.982968369829685	37.0	34.0	39.0	29.0	40.0	pc2
