GC_Content	Count	sample
0	80.0	pc2
1	80.0	pc2
2	59.0	pc2
3	24.5	pc2
4	10.5	pc2
5	9.5	pc2
6	11.0	pc2
7	18.5	pc2
8	38.5	pc2
9	65.0	pc2
10	91.0	pc2
11	131.5	pc2
12	202.0	pc2
13	319.5	pc2
14	454.0	pc2
15	606.0	pc2
16	945.5	pc2
17	1512.5	pc2
18	2279.5	pc2
19	3653.0	pc2
20	9691.5	pc2
21	15858.0	pc2
22	16633.0	pc2
23	16420.0	pc2
24	18217.5	pc2
25	37294.0	pc2
26	67344.0	pc2
27	81143.0	pc2
28	94382.5	pc2
29	110951.0	pc2
30	221741.0	pc2
31	382106.5	pc2
32	441854.5	pc2
33	513872.0	pc2
34	694195.0	pc2
35	821864.5	pc2
36	934569.0	pc2
37	1014178.5	pc2
38	1031185.0	pc2
39	1174838.0	pc2
40	1284837.0	pc2
41	1341803.5	pc2
42	1439979.0	pc2
43	1730385.5	pc2
44	2125161.5	pc2
45	2442215.0	pc2
46	3157006.0	pc2
47	4317696.0	pc2
48	5200034.5	pc2
49	5542458.5	pc2
50	4407070.0	pc2
51	3108619.5	pc2
52	2356771.0	pc2
53	1455940.0	pc2
54	1108288.5	pc2
55	822891.0	pc2
56	766141.0	pc2
57	934162.5	pc2
58	947478.5	pc2
59	788857.5	pc2
60	603275.0	pc2
61	539550.5	pc2
62	546093.5	pc2
63	510828.5	pc2
64	407324.5	pc2
65	309449.0	pc2
66	212701.0	pc2
67	146320.0	pc2
68	127438.5	pc2
69	105598.0	pc2
70	92860.5	pc2
71	81590.5	pc2
72	76917.5	pc2
73	77359.5	pc2
74	67937.5	pc2
75	51290.5	pc2
76	35745.0	pc2
77	26238.0	pc2
78	21853.5	pc2
79	20005.0	pc2
80	17654.5	pc2
81	16843.5	pc2
82	16510.5	pc2
83	14350.5	pc2
84	11665.5	pc2
85	9555.0	pc2
86	7502.5	pc2
87	5958.5	pc2
88	4989.0	pc2
89	4275.0	pc2
90	3833.5	pc2
91	3357.0	pc2
92	2905.5	pc2
93	2338.5	pc2
94	1670.0	pc2
95	1357.0	pc2
96	1283.0	pc2
97	1027.0	pc2
98	511.5	pc2
99	233.0	pc2
100	232.0	pc2
