GC_Content	Count	sample
0	4.0	cc4
1	4.0	cc4
2	4.0	cc4
3	3.0	cc4
4	2.0	cc4
5	2.0	cc4
6	2.0	cc4
7	7.0	cc4
8	21.0	cc4
9	35.0	cc4
10	41.0	cc4
11	50.0	cc4
12	67.0	cc4
13	103.5	cc4
14	156.5	cc4
15	237.5	cc4
16	355.5	cc4
17	527.5	cc4
18	865.5	cc4
19	1277.5	cc4
20	3446.0	cc4
21	6469.5	cc4
22	7578.0	cc4
23	8371.0	cc4
24	10180.5	cc4
25	21112.5	cc4
26	36957.0	cc4
27	43282.5	cc4
28	54529.0	cc4
29	68221.0	cc4
30	159029.0	cc4
31	315304.0	cc4
32	391161.0	cc4
33	495122.5	cc4
34	704619.5	cc4
35	817691.5	cc4
36	873734.5	cc4
37	877458.5	cc4
38	844894.5	cc4
39	1030875.0	cc4
40	1206512.0	cc4
41	1236482.5	cc4
42	1252436.5	cc4
43	1427235.5	cc4
44	1629939.0	cc4
45	1792165.0	cc4
46	2248636.5	cc4
47	2569634.0	cc4
48	2422560.5	cc4
49	2272116.0	cc4
50	1855707.0	cc4
51	1439298.0	cc4
52	1132650.0	cc4
53	799342.0	cc4
54	727262.5	cc4
55	634536.0	cc4
56	571341.5	cc4
57	589602.5	cc4
58	623123.0	cc4
59	581235.0	cc4
60	540797.0	cc4
61	471733.0	cc4
62	438911.0	cc4
63	447966.5	cc4
64	388545.0	cc4
65	353611.5	cc4
66	311383.0	cc4
67	262244.5	cc4
68	201596.5	cc4
69	141101.5	cc4
70	124822.5	cc4
71	96578.5	cc4
72	72459.0	cc4
73	68704.0	cc4
74	55126.5	cc4
75	39770.5	cc4
76	32678.0	cc4
77	28591.5	cc4
78	27268.5	cc4
79	30211.5	cc4
80	31578.5	cc4
81	31063.5	cc4
82	32901.5	cc4
83	31716.0	cc4
84	29932.0	cc4
85	28721.0	cc4
86	28059.5	cc4
87	28425.0	cc4
88	28685.5	cc4
89	28644.0	cc4
90	28514.5	cc4
91	21118.5	cc4
92	8932.0	cc4
93	3017.0	cc4
94	1761.0	cc4
95	1476.0	cc4
96	1460.0	cc4
97	1058.5	cc4
98	407.0	cc4
99	157.0	cc4
100	157.0	cc4
