Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	sample
1	36.43424648392407	39.0	38.0	40.0	31.0	40.0	cc6
2	36.309472606419575	39.0	38.0	40.0	30.0	40.0	cc6
3	36.31743811695121	39.0	38.0	40.0	30.0	40.0	cc6
4	36.20714995112942	39.0	38.0	40.0	30.0	40.0	cc6
5	36.32845602341589	39.0	38.0	40.0	30.0	40.0	cc6
6	36.141243843375705	39.0	37.0	40.0	29.0	40.0	cc6
7	36.31174554756605	39.0	38.0	40.0	30.0	40.0	cc6
8	36.221432832105286	39.0	38.0	40.0	29.0	40.0	cc6
9	36.147965375561114	39.0	38.0	40.0	29.0	40.0	cc6
10	35.96658392223598	39.0	38.0	40.0	28.0	40.0	cc6
11	36.50102577599617	39.0	38.0	40.0	31.0	40.0	cc6
12	36.346113917373295	39.0	38.0	40.0	30.0	40.0	cc6
13	36.323224228409124	39.0	38.0	40.0	30.0	40.0	cc6
14	36.28496758270413	39.0	38.0	40.0	30.0	40.0	cc6
15	36.2899215633786	39.0	38.0	40.0	30.0	40.0	cc6
16	36.40573883428206	39.0	38.0	40.0	31.0	40.0	cc6
17	36.263744029897474	39.0	38.0	40.0	31.0	40.0	cc6
18	36.25362419925711	39.0	38.0	40.0	31.0	40.0	cc6
19	36.160240089472026	39.0	38.0	40.0	30.0	40.0	cc6
20	36.13251302389506	39.0	38.0	40.0	30.0	40.0	cc6
21	35.93507996048303	39.0	37.0	40.0	30.0	40.0	cc6
22	36.25699162506727	39.0	38.0	40.0	31.0	40.0	cc6
23	35.79636068861062	39.0	36.0	40.0	29.0	40.0	cc6
24	35.67000703126128	39.0	36.0	40.0	29.0	40.0	cc6
25	35.614814814814814	39.0	36.0	40.0	29.0	40.0	cc6
26	35.23821835198172	38.0	35.0	40.0	29.0	40.0	cc6
27	35.89683187804929	39.0	36.0	40.0	30.0	40.0	cc6
28	35.624780710701316	39.0	36.0	40.0	29.0	40.0	cc6
