Base	N-Count	sample
1	0.0040907636811819475	pc1
2	1.2266157964563562E-4	pc1
3	0.0	pc1
4	0.004734736974321534	pc1
5	0.0	pc1
6	0.0	pc1
7	0.0	pc1
8	0.0	pc1
9	0.0	pc1
10	3.4706787306783475	pc1
11	0.0	pc1
12	0.01839923694684534	pc1
13	3.8638397588375213E-4	pc1
14	0.0	pc1
15	6.133078982281781E-6	pc1
16	6.133078982281781E-5	pc1
17	0.0	pc1
18	0.0	pc1
19	0.0	pc1
20	6.330541100468346E-6	pc1
21	6.707029120780247E-5	pc1
22	0.0	pc1
23	2.546764971794578E-5	pc1
24	0.0	pc1
25	2.204697814196446E-5	pc1
26	0.0017814775666295448	pc1
27	7.077775313663409E-5	pc1
28	7.354725779049328E-5	pc1
29	2.5451328406634856E-4	pc1
30	1.3264228471560302E-4	pc1
31	1.989320192452519E-4	pc1
32	6.3422520195316E-5	pc1
33	3.367081466161954E-4	pc1
34	0.001600093321571787	pc1
35	0.0017413605877161637	pc1
36	0.7547662530798567	pc1
37	0.0023669311317717897	pc1
38	0.001444527264007581	pc1
39	0.0	pc1
40	0.0	pc1
41	0.0	pc1
42	0.0	pc1
43	0.0	pc1
44	0.0	pc1
45	5.926417599089703E-4	pc1
46	7.226112279332597E-4	pc1
47	0.8507499807037555	pc1
48	0.8876654109919829	pc1
49	0.0012547208873386114	pc1
50	0.0	pc1
51	0.0	pc1
52	0.0	pc1
53	0.0	pc1
54	0.0	pc1
55	0.0	pc1
56	0.002592957527355702	pc1
57	0.0026724391351986955	pc1
58	0.0	pc1
59	0.003434065934065934	pc1
60	0.0	pc1
61	0.0	pc1
62	0.0	pc1
63	0.0	pc1
64	0.0	pc1
65	0.0	pc1
66	0.0	pc1
67	0.0	pc1
68	0.0	pc1
