Tile	Base	Mean	sample
1	1	-0.6428738631257502	pc1
1	2	-0.7087844916675081	pc1
1	3	-0.22581839354840127	pc1
1	4	-0.7171319898428123	pc1
1	5	-0.5957957217329266	pc1
1	6	-0.40931830093485644	pc1
1	7	-0.4142748511501395	pc1
1	8	-0.5619097793668999	pc1
1	9	-0.5449819746664915	pc1
1	10	1.1548671008139806	pc1
1	11	-0.32192067660234613	pc1
1	12	-0.28914939217487046	pc1
1	13	-0.16104114830078942	pc1
1	14	-0.30919539632282067	pc1
1	15	-0.3382944604188012	pc1
1	16	-0.5901056157397733	pc1
1	17	-0.552771090298684	pc1
1	18	-0.5589123876354591	pc1
1	19	-0.576340647902903	pc1
1	20	-0.5587161974998551	pc1
1	21	-0.3714250491833866	pc1
1	22	-0.5403063616067811	pc1
1	23	-0.6906651584519423	pc1
1	24	-0.9595509214504716	pc1
1	25	-1.3179112781584408	pc1
1	26	-1.298699586666082	pc1
1	27	-1.411697557524242	pc1
1	28	-1.1363313576691922	pc1
1	29	-1.4062459595172783	pc1
1	30	-1.2688533184398452	pc1
1	31	-1.2943938943317832	pc1
1	32	-1.3322316042512838	pc1
1	33	-1.0489485437618455	pc1
1	34	-1.4038341761806166	pc1
1	35	-1.2726643385066936	pc1
1	36	-1.0978674917069284	pc1
1	37	-1.4846574250222417	pc1
1	38	-1.2017396602702632	pc1
1	39	-0.9458842330888402	pc1
1	40	-0.8641798006079213	pc1
1	41	-1.2700215054356363	pc1
1	42	-0.9789942978576605	pc1
1	43	-0.7222890576368144	pc1
1	44	-1.1383954275468398	pc1
1	45	-1.1336627409690152	pc1
1	46	-0.5552763017853977	pc1
1	47	-0.036958528463763685	pc1
1	48	-0.5641659175490261	pc1
1	49	-0.5398159637005904	pc1
1	50	-2.3057993182793766	pc1
1	51	-1.6306104538011823	pc1
1	52	-1.4855063903914996	pc1
1	53	-0.5705509670682787	pc1
1	54	-1.8411567804362647	pc1
1	55	-2.2406397761723795	pc1
1	56	-1.753059801376736	pc1
1	57	-2.217752633400579	pc1
1	58	-1.4830511680814453	pc1
1	59	-3.2009581908805593	pc1
1	60	-3.135197926372868	pc1
1	61	-2.4289309621905204	pc1
1	62	-4.143265671949884	pc1
1	63	-3.899135601598836	pc1
1	64	-1.2202985671735647	pc1
