Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	sample
1	36.53230939278753	39.0	38.0	40.0	31.0	40.0	cc2
2	36.36711519171797	39.0	38.0	40.0	30.0	40.0	cc2
3	36.580767572985245	40.0	38.0	40.0	30.0	40.0	cc2
4	36.3736972682968	39.0	38.0	40.0	30.0	40.0	cc2
5	36.5361550124248	40.0	38.0	40.0	31.0	40.0	cc2
6	36.418215152333595	39.0	38.0	40.0	30.0	40.0	cc2
7	36.571826816056394	40.0	38.0	40.0	30.0	40.0	cc2
8	36.43691595672553	39.0	38.0	40.0	30.0	40.0	cc2
9	36.40047664915748	40.0	38.0	40.0	30.0	40.0	cc2
10	36.462193791822656	40.0	38.0	40.0	30.0	40.0	cc2
11	36.62214479904543	40.0	38.0	40.0	31.0	40.0	cc2
12	36.61416408596788	40.0	38.0	40.0	31.0	40.0	cc2
13	36.59648892178444	40.0	38.0	40.0	31.0	40.0	cc2
14	36.52092178550629	40.0	38.0	40.0	31.0	40.0	cc2
15	36.53574709337761	40.0	38.0	40.0	31.0	40.0	cc2
16	36.53271704626243	40.0	38.0	40.0	31.0	40.0	cc2
17	36.46188586074504	40.0	38.0	40.0	31.0	40.0	cc2
18	36.36989376564485	39.0	38.0	40.0	31.0	40.0	cc2
19	36.23371997816594	39.0	38.0	40.0	30.0	40.0	cc2
20	36.361535336215255	39.0	38.0	40.0	31.0	40.0	cc2
21	36.0623648178117	39.0	38.0	40.0	30.0	40.0	cc2
22	36.321301551190714	40.0	38.0	40.0	30.0	40.0	cc2
23	35.95763589533218	39.0	37.0	40.0	29.0	40.0	cc2
24	35.94329907069693	39.0	37.0	40.0	30.0	40.0	cc2
25	36.06286848489304	39.0	38.0	40.0	30.0	40.0	cc2
26	36.05432379539387	39.0	38.0	40.0	31.0	40.0	cc2
27	36.2924375062889	39.0	38.0	40.0	31.0	40.0	cc2
28	36.07169007951228	39.0	38.0	40.0	31.0	40.0	cc2
