GC_Content	Count	sample
0	8.0	cc2
1	8.0	cc2
2	7.5	cc2
3	4.0	cc2
4	1.0	cc2
5	1.0	cc2
6	1.0	cc2
7	2.5	cc2
8	7.0	cc2
9	11.5	cc2
10	15.5	cc2
11	29.5	cc2
12	62.5	cc2
13	115.0	cc2
14	163.5	cc2
15	219.0	cc2
16	327.0	cc2
17	547.0	cc2
18	873.5	cc2
19	1182.0	cc2
20	3473.5	cc2
21	6228.0	cc2
22	6867.5	cc2
23	7107.0	cc2
24	7882.5	cc2
25	17771.0	cc2
26	33946.5	cc2
27	40949.0	cc2
28	48260.0	cc2
29	57574.0	cc2
30	117863.0	cc2
31	212542.5	cc2
32	254224.0	cc2
33	305879.5	cc2
34	452733.0	cc2
35	556516.0	cc2
36	644847.5	cc2
37	720900.0	cc2
38	739651.5	cc2
39	869518.5	cc2
40	951204.5	cc2
41	939864.5	cc2
42	953113.5	cc2
43	1233254.5	cc2
44	1534259.5	cc2
45	1705351.0	cc2
46	2309351.5	cc2
47	2766237.5	cc2
48	2793146.0	cc2
49	2820948.0	cc2
50	2268819.0	cc2
51	1716690.0	cc2
52	1208291.0	cc2
53	663701.0	cc2
54	535866.0	cc2
55	387203.0	cc2
56	349133.0	cc2
57	351755.0	cc2
58	330096.5	cc2
59	314936.0	cc2
60	302562.0	cc2
61	290175.0	cc2
62	269491.0	cc2
63	246858.0	cc2
64	218542.0	cc2
65	199275.0	cc2
66	171511.0	cc2
67	141274.0	cc2
68	118653.5	cc2
69	95742.0	cc2
70	87371.5	cc2
71	75366.0	cc2
72	65003.5	cc2
73	62234.5	cc2
74	48986.5	cc2
75	34417.0	cc2
76	27307.0	cc2
77	22596.5	cc2
78	21789.5	cc2
79	21160.5	cc2
80	19487.0	cc2
81	18757.5	cc2
82	19077.5	cc2
83	17666.0	cc2
84	16043.5	cc2
85	13113.0	cc2
86	8787.0	cc2
87	6362.0	cc2
88	5422.5	cc2
89	4792.5	cc2
90	4493.5	cc2
91	3757.0	cc2
92	2974.0	cc2
93	2574.5	cc2
94	2148.5	cc2
95	1946.0	cc2
96	1939.0	cc2
97	1520.5	cc2
98	739.0	cc2
99	376.0	cc2
100	376.0	cc2
