Tile	Base	Mean	sample
1	1	-0.6256438633363501	ct4
1	2	-0.7233278140561268	ct4
1	3	-0.746633745569433	ct4
1	4	-0.7075737271727576	ct4
1	5	-0.7504828678262996	ct4
1	6	-0.7347598707468492	ct4
1	7	-0.7558386934525174	ct4
1	8	-0.7314197245746072	ct4
1	9	-0.7553285900315458	ct4
1	10	-0.7898470208846149	ct4
1	11	-0.697524203035627	ct4
1	12	-0.8186808336775186	ct4
1	13	-0.775343956034952	ct4
1	14	-0.7673520671787273	ct4
1	15	-0.8838020999561351	ct4
1	16	-0.7998389960745058	ct4
1	17	-0.8624259599541233	ct4
1	18	-0.7857894694693215	ct4
1	19	-0.7849273780310781	ct4
1	20	-0.8899994693613351	ct4
1	21	-0.7922316418233919	ct4
1	22	-0.7648650640138541	ct4
1	23	-0.8486928932134532	ct4
1	24	-0.7214976448322332	ct4
1	25	-0.48881240529625813	ct4
1	26	-0.46778629826211926	ct4
1	27	-0.36385887604014044	ct4
1	28	-1.159221741645247	ct4
2	1	-0.5423306035525002	ct4
2	2	-0.6424861204355281	ct4
2	3	-0.6647278492619151	ct4
2	4	-0.6806378479042223	ct4
2	5	-0.6443877629482344	ct4
2	6	-0.7321783292200763	ct4
2	7	-0.672582027234391	ct4
2	8	-0.7180321898889019	ct4
2	9	-0.7185362380262106	ct4
2	10	-0.6777439718647287	ct4
2	11	-0.6011078161527053	ct4
2	12	-0.6702870775758498	ct4
2	13	-0.688701532678536	ct4
2	14	-0.6589649228889485	ct4
2	15	-0.7339941692151442	ct4
2	16	-0.6556545940807794	ct4
2	17	-0.7305233031021743	ct4
2	18	-0.7086952272139229	ct4
2	19	-0.7552081938525603	ct4
2	20	-0.8069217465766059	ct4
2	21	-0.8284232008009909	ct4
2	22	-0.7905015645694249	ct4
2	23	-0.9280790986175944	ct4
2	24	-0.5353473562567643	ct4
2	25	-1.2770930613188511	ct4
2	26	-0.5995540738655052	ct4
2	27	-1.2020010294532355	ct4
2	28	-0.7679733503968578	ct4
3	1	-0.6785571691268899	ct4
3	2	-0.7303804528950764	ct4
3	3	-0.6774350304473558	ct4
3	4	-0.710577372408963	ct4
3	5	-0.7128971358054343	ct4
3	6	-0.7588522363287638	ct4
3	7	-0.7242872745918092	ct4
3	8	-0.6873863114169367	ct4
3	9	-0.7202450006045424	ct4
3	10	-0.6861348498208244	ct4
3	11	-0.6157280535990282	ct4
3	12	-0.6027940372567215	ct4
3	13	-0.5859917995340211	ct4
3	14	-0.6145648295758122	ct4
3	15	-0.6840057877050256	ct4
3	16	-0.6881713005105254	ct4
3	17	-0.6739033660474547	ct4
3	18	-0.6843774646257827	ct4
3	19	-0.6886590053388559	ct4
3	20	-0.7225516967391812	ct4
3	21	-0.6411163833160956	ct4
3	22	-0.5973515700638004	ct4
3	23	-0.5632427733800043	ct4
3	24	-0.5262440947676907	ct4
3	25	-0.259351125834975	ct4
3	26	-0.28157785261971213	ct4
3	27	0.18762242556258002	ct4
3	28	-0.2671180647314415	ct4
4	1	-0.374735130475095	ct4
4	2	-0.387306474336647	ct4
4	3	-0.34350993598094703	ct4
4	4	-0.39675057991875207	ct4
4	5	-0.3840640095292116	ct4
4	6	-0.41227195205327405	ct4
4	7	-0.3170148037636906	ct4
4	8	-0.35465782121393374	ct4
4	9	-0.3225731995746841	ct4
4	10	-0.2977174052710012	ct4
4	11	-0.28842322727896885	ct4
4	12	-0.2579554469431997	ct4
4	13	-0.28234818532923356	ct4
4	14	-0.3005192392235685	ct4
4	15	-0.27285360080717425	ct4
4	16	-0.29444509205665526	ct4
4	17	-0.32305240253600687	ct4
4	18	-0.3571758423778064	ct4
4	19	-0.3345177289673913	ct4
4	20	-0.4625130710741985	ct4
4	21	-0.43159336474020193	ct4
4	22	-0.3187008926015835	ct4
4	23	-0.4418066593356542	ct4
4	24	-0.3295223361902586	ct4
4	25	-0.06845765504459678	ct4
4	26	0.06747875115387814	ct4
4	27	0.3723875045863352	ct4
4	28	0.33708945889130604	ct4
5	1	-0.5559586101528069	ct4
5	2	-0.6101278009750999	ct4
5	3	-0.4050207935647805	ct4
5	4	-0.5352346748036538	ct4
5	5	-0.41432392106132454	ct4
5	6	-0.3821589686591693	ct4
5	7	-0.3241345907340403	ct4
5	8	-0.5065121652229436	ct4
5	9	-0.4353504252827278	ct4
5	10	-0.3911238743723757	ct4
5	11	-0.34122092335964993	ct4
5	12	-0.3140280412837413	ct4
5	13	-0.3476899961316562	ct4
5	14	-0.3365833696268652	ct4
5	15	-0.2510356949379471	ct4
5	16	-0.32228768588956314	ct4
5	17	-0.24748345916940195	ct4
5	18	-0.3070053996117039	ct4
5	19	-0.1844078599563872	ct4
5	20	-0.2614839446294397	ct4
5	21	-0.18092898144963954	ct4
5	22	-0.25615255826124184	ct4
5	23	-0.13471801344504541	ct4
5	24	-0.4076435037153985	ct4
5	25	-0.4052274144947745	ct4
5	26	-1.5267207631371775	ct4
5	27	-1.9482231824365641	ct4
5	28	-1.166224542765697	ct4
6	1	-0.41388923860728255	ct4
6	2	-0.45457069858694155	ct4
6	3	-0.4355823681884132	ct4
6	4	-0.4691479050518126	ct4
6	5	-0.42456289016705995	ct4
6	6	-0.4146990130261088	ct4
6	7	-0.46348171402096483	ct4
6	8	-0.422879944865187	ct4
6	9	-0.4462377652136027	ct4
6	10	-0.40251688686900877	ct4
6	11	-0.42253826740320477	ct4
