Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	sample
1	38.69819611041865	40.0	38.0	40.0	36.0	40.0	pc4
2	38.53734568965058	40.0	38.0	40.0	35.0	40.0	pc4
3	38.556773249434535	40.0	39.0	40.0	36.0	40.0	pc4
4	38.48689055639821	40.0	38.0	40.0	35.0	40.0	pc4
5	38.53586376343148	40.0	38.0	40.0	35.0	40.0	pc4
6	38.4278418813993	40.0	38.0	40.0	35.0	40.0	pc4
7	38.459657658868515	40.0	38.0	40.0	35.0	40.0	pc4
8	38.43846800100361	40.0	38.0	40.0	35.0	40.0	pc4
9	38.43652258772509	40.0	38.0	40.0	35.0	40.0	pc4
10	38.43658998301831	40.0	38.0	40.0	35.0	40.0	pc4
11	38.40752592327861	40.0	38.0	40.0	35.0	40.0	pc4
12	38.41693231644747	40.0	38.0	40.0	35.0	40.0	pc4
13	38.425060638112754	40.0	38.0	40.0	35.0	40.0	pc4
14	38.35819802444498	40.0	38.0	40.0	35.0	40.0	pc4
15	38.207542521776546	39.0	38.0	40.0	35.0	40.0	pc4
16	38.33370342977215	40.0	38.0	40.0	35.0	40.0	pc4
17	38.29497129056787	40.0	38.0	40.0	35.0	40.0	pc4
18	38.083102886481505	40.0	38.0	40.0	35.0	40.0	pc4
19	38.11411777903915	39.0	38.0	40.0	35.0	40.0	pc4
20	38.17902431207539	39.0	38.0	40.0	35.0	40.0	pc4
21	38.10894250090767	39.0	38.0	40.0	35.0	40.0	pc4
22	38.14565263672335	39.0	38.0	40.0	35.0	40.0	pc4
23	37.862047010680186	39.0	38.0	40.0	34.0	40.0	pc4
24	36.54821674203885	39.0	35.0	40.0	30.0	40.0	pc4
25	37.70931912121897	39.0	38.0	40.0	33.0	40.0	pc4
26	37.50518617672053	39.0	38.0	40.0	33.0	40.0	pc4
27	36.469248397721955	39.0	36.0	40.0	31.0	40.0	pc4
28	37.04447807632108	39.0	36.0	40.0	33.0	40.0	pc4
29	37.06319158123955	38.0	36.0	40.0	33.0	40.0	pc4
30	36.36750852066021	38.0	35.0	39.0	31.0	40.0	pc4
31	36.305836476571315	38.0	35.0	40.0	31.0	40.0	pc4
32	36.74236058235134	38.0	36.0	40.0	33.0	40.0	pc4
33	36.693345217378166	38.0	36.0	40.0	32.0	40.0	pc4
34	35.509492038820994	38.0	35.0	39.0	29.0	40.0	pc4
35	35.419228909219946	38.0	35.0	40.0	29.0	40.0	pc4
36	35.59333089191842	38.0	35.0	39.0	29.0	40.0	pc4
37	35.30644160684774	38.0	35.0	40.0	29.0	40.0	pc4
38	35.390377674153704	38.0	35.0	40.0	29.0	40.0	pc4
39	35.04666438006821	38.0	34.0	40.0	27.0	40.0	pc4
40	34.66777435872827	38.0	34.0	40.0	27.0	40.0	pc4
41	34.383865848355384	38.0	34.0	40.0	25.0	40.0	pc4
42	34.05821938149655	38.0	33.0	40.0	23.0	40.0	pc4
43	33.9316059823481	38.0	33.0	40.0	23.0	40.0	pc4
44	33.35680476260186	37.0	33.0	39.0	22.0	40.0	pc4
45	33.277646201493894	38.0	33.0	40.0	20.0	40.0	pc4
46	33.67398765064983	38.0	33.0	40.0	20.0	40.0	pc4
47	33.5407712411662	38.0	33.0	40.0	19.0	40.0	pc4
48	33.01905494317696	38.0	33.0	39.0	15.0	40.0	pc4
49	32.08989070624081	37.0	32.0	39.0	2.0	40.0	pc4
50	31.550901630493467	36.0	31.0	39.0	2.0	40.0	pc4
51	31.158269069405044	36.0	30.0	39.0	2.0	40.0	pc4
52	30.69895869389639	36.0	30.0	39.0	2.0	40.0	pc4
53	30.14458760898079	36.0	29.0	39.0	2.0	40.0	pc4
54	29.855698574739854	36.0	28.0	39.0	2.0	40.0	pc4
55	29.45055250538606	35.0	28.0	38.0	2.0	40.0	pc4
56	29.677855306647082	36.0	28.0	39.0	2.0	40.0	pc4
57	29.752934763564156	36.0	29.0	39.0	2.0	40.0	pc4
58	29.780438440896894	36.0	28.0	39.0	2.0	40.0	pc4
59	30.12400818249442	36.0	29.0	39.0	2.0	40.0	pc4
60	31.038355349785498	36.0	30.0	39.0	2.0	40.0	pc4
61	33.18236586131158	38.0	33.0	39.0	17.0	40.0	pc4
62	32.942235692636835	37.0	33.0	39.0	15.0	40.0	pc4
63	33.29169186116822	37.0	33.0	39.0	20.0	40.0	pc4
64	32.849777448071215	36.0	33.0	39.0	19.0	40.0	pc4
65	33.00885608856088	37.0	33.0	39.0	19.0	40.0	pc4
66	33.51140223192625	37.0	33.0	39.0	23.0	40.0	pc4
67	34.73924553275976	37.0	35.0	39.0	29.0	40.0	pc4
68	34.50835322195704	37.0	34.0	39.0	29.0	39.0	pc4
