Base	N-Count	sample
1	1.0383376457202278	cc1
2	0.13484515392881993	cc1
3	0.005634872694513155	cc1
4	2.1894188383588946E-4	cc1
5	0.0	cc1
6	1.1523257043994182E-5	cc1
7	0.0	cc1
8	0.0	cc1
9	1.4980234157192438E-4	cc1
10	1.4980234157192438E-4	cc1
11	5.761628521997091E-5	cc1
12	1.3827908452793017E-4	cc1
13	4.609302817597673E-5	cc1
14	0.0017861048418190983	cc1
15	0.022862141975284456	cc1
16	0.011984187325753948	cc1
17	1.1523257043994182E-4	cc1
18	8.29656473625754E-5	cc1
19	6.056096654333628E-5	cc1
20	0.0	cc1
21	0.0	cc1
22	0.0	cc1
23	3.957369631382891E-5	cc1
24	0.026527600283803215	cc1
25	0.002950052658439953	cc1
26	0.0	cc1
27	0.0	cc1
28	0.0	cc1
