Tile	Base	Mean	sample
1	1	-2.886123714782805	cc1
1	2	-3.4549974523452534	cc1
1	3	-2.8846489142499223	cc1
1	4	-3.4649175983585607	cc1
1	5	-3.0019329658909015	cc1
1	6	-2.0415808411609433	cc1
1	7	-1.9672101013382033	cc1
1	8	-2.13958308239782	cc1
1	9	-2.323756535723561	cc1
1	10	-1.905366784733971	cc1
1	11	-1.54673203170357	cc1
1	12	-1.7219611373928956	cc1
1	13	-1.6606794276827301	cc1
1	14	-1.5949014880960704	cc1
1	15	-1.3078271222644489	cc1
1	16	-1.17702004183883	cc1
1	17	-1.2954064196537658	cc1
1	18	-1.3452030505357087	cc1
1	19	-1.3745041776132894	cc1
1	20	-1.2609727358610527	cc1
1	21	-1.0636192303807661	cc1
1	22	-1.212926108012958	cc1
1	23	-1.0842057464956625	cc1
1	24	-0.9596101678611717	cc1
1	25	-1.7648635243235304	cc1
1	26	-1.5284640340540818	cc1
1	27	-1.589221134458576	cc1
1	28	-1.2870338652983193	cc1
2	1	-0.6145169888468089	cc1
2	2	-0.5975011517395217	cc1
2	3	-0.676394810810443	cc1
2	4	-0.6574429631345211	cc1
2	5	-0.6430551217532212	cc1
2	6	-0.7706086303033501	cc1
2	7	-0.7123152744734682	cc1
2	8	-0.7083641789322215	cc1
2	9	-0.7797027631172924	cc1
2	10	-0.7406539151830813	cc1
2	11	-0.6809747446215795	cc1
2	12	-0.6657060396735304	cc1
2	13	-0.6358879763192178	cc1
2	14	-0.6630587368310756	cc1
2	15	-0.6566624824521909	cc1
2	16	-0.6592612976093832	cc1
2	17	-0.716308802912387	cc1
2	18	-0.6879960576693946	cc1
2	19	-0.6263427070755014	cc1
2	20	-0.6402423390252565	cc1
2	21	-0.6343390031665734	cc1
2	22	-0.5998881932666933	cc1
2	23	-0.42132768502978024	cc1
2	24	-0.4398180094399109	cc1
2	25	-0.8665849861550541	cc1
2	26	-0.7084043396186672	cc1
2	27	-0.3852333570580342	cc1
2	28	-0.3996775434592408	cc1
3	1	-0.6849563645623036	cc1
3	2	-0.5689528235257555	cc1
3	3	-0.7186651656812231	cc1
3	4	-0.695956026919923	cc1
3	5	-0.7035306238924903	cc1
3	6	-0.7316529024858482	cc1
3	7	-0.7094614231514171	cc1
3	8	-0.7493159550884627	cc1
3	9	-0.7396646335337209	cc1
3	10	-0.6960858821459368	cc1
3	11	-0.6092675107854362	cc1
3	12	-0.6560220991085046	cc1
3	13	-0.6757845035649837	cc1
3	14	-0.6704179737143718	cc1
3	15	-0.6934085829759411	cc1
3	16	-0.6892425070888635	cc1
3	17	-0.6940907143500041	cc1
3	18	-0.7842967023353395	cc1
3	19	-0.6721722138833641	cc1
3	20	-0.6848857152923031	cc1
3	21	-0.7275596205388197	cc1
3	22	-0.689549177776847	cc1
3	23	-0.7161885248445685	cc1
3	24	-1.070484461715374	cc1
3	25	-0.3096003664287963	cc1
3	26	-0.5691389520695225	cc1
3	27	-0.6483250140044419	cc1
3	28	-0.48856643234812935	cc1
4	1	-0.7926667685824924	cc1
4	2	-0.6428088543159447	cc1
4	3	-0.7775441900655551	cc1
4	4	-0.7873695416954547	cc1
4	5	-0.822524262499897	cc1
4	6	-0.9334186690164685	cc1
4	7	-0.8601980671580236	cc1
4	8	-0.8728642456789828	cc1
4	9	-0.8690535396046357	cc1
4	10	-0.8891062802433751	cc1
4	11	-0.7875279417915166	cc1
4	12	-0.8306742237165992	cc1
4	13	-0.8870048721497739	cc1
4	14	-0.9299158542608765	cc1
