Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	sample
1	38.93454408822554	40.0	39.0	40.0	37.0	40.0	pt6
2	38.784898440439065	40.0	39.0	40.0	36.0	40.0	pt6
3	38.701679871013184	40.0	39.0	40.0	36.0	40.0	pt6
4	38.75313789722336	40.0	39.0	40.0	36.0	40.0	pt6
5	38.79050245742801	40.0	39.0	40.0	36.0	40.0	pt6
6	38.68563055774277	40.0	39.0	40.0	36.0	40.0	pt6
7	38.69558409121019	40.0	39.0	40.0	36.0	40.0	pt6
8	38.7496490667364	40.0	39.0	40.0	36.0	40.0	pt6
9	38.657694098465065	40.0	39.0	40.0	36.0	40.0	pt6
10	38.71934712148095	40.0	39.0	40.0	36.0	40.0	pt6
11	38.71497352219644	40.0	39.0	40.0	36.0	40.0	pt6
12	38.66800794998261	40.0	39.0	40.0	36.0	40.0	pt6
13	38.60434721792768	40.0	39.0	40.0	36.0	40.0	pt6
14	38.546152532061605	40.0	38.0	40.0	35.0	40.0	pt6
15	38.514192627103796	40.0	38.0	40.0	35.0	40.0	pt6
16	38.63963597885749	40.0	39.0	40.0	36.0	40.0	pt6
17	38.55851983262392	40.0	38.0	40.0	36.0	40.0	pt6
18	38.44827211416899	40.0	38.0	40.0	35.0	40.0	pt6
19	38.555614868148226	40.0	38.0	40.0	36.0	40.0	pt6
20	38.399820469264405	40.0	38.0	40.0	35.0	40.0	pt6
21	38.339552288787715	40.0	38.0	40.0	35.0	40.0	pt6
22	38.41838546427055	40.0	38.0	40.0	35.0	40.0	pt6
23	38.22012387371758	40.0	38.0	40.0	35.0	40.0	pt6
24	38.068408732440346	40.0	38.0	40.0	35.0	40.0	pt6
25	38.222215556153984	40.0	38.0	40.0	35.0	40.0	pt6
26	38.17727806811753	40.0	38.0	40.0	35.0	40.0	pt6
27	38.024280984458045	40.0	38.0	40.0	35.0	40.0	pt6
28	38.058864205497855	40.0	38.0	40.0	35.0	40.0	pt6
29	37.96582291526804	39.0	38.0	40.0	34.0	40.0	pt6
30	37.641024820116385	39.0	38.0	40.0	33.0	40.0	pt6
31	37.761583303554815	39.0	38.0	40.0	33.0	40.0	pt6
32	37.61201573089126	39.0	38.0	40.0	33.0	40.0	pt6
33	37.87017338019565	39.0	38.0	40.0	34.0	40.0	pt6
34	36.681735009029005	39.0	36.0	40.0	31.0	40.0	pt6
35	36.43672565849746	38.0	35.0	40.0	31.0	40.0	pt6
36	36.55511266273704	38.0	36.0	40.0	32.0	40.0	pt6
37	36.695746989624034	39.0	36.0	40.0	32.0	40.0	pt6
38	36.632726011761136	38.0	36.0	40.0	32.0	40.0	pt6
39	36.285220920846214	38.0	35.0	40.0	31.0	40.0	pt6
40	35.77537752969774	38.0	35.0	40.0	30.0	40.0	pt6
41	35.886432465172625	38.0	35.0	40.0	30.0	40.0	pt6
42	36.03053697288257	38.0	35.0	40.0	30.0	40.0	pt6
43	36.229079921220894	38.0	35.0	40.0	31.0	40.0	pt6
44	36.00111556636041	38.0	35.0	40.0	30.0	40.0	pt6
45	35.907494755732316	38.0	35.0	40.0	30.0	40.0	pt6
46	36.17300957948659	38.0	35.0	40.0	31.0	40.0	pt6
47	36.00195521390374	38.0	35.0	40.0	31.0	40.0	pt6
48	35.817920512962246	38.0	35.0	40.0	30.0	40.0	pt6
49	35.70653099749073	38.0	35.0	39.0	30.0	40.0	pt6
50	35.77660557942248	38.0	35.0	40.0	30.0	40.0	pt6
51	35.56058163055906	38.0	35.0	40.0	29.0	40.0	pt6
52	35.36354471852062	38.0	35.0	40.0	29.0	40.0	pt6
53	35.31268299174874	38.0	34.0	39.0	29.0	40.0	pt6
54	35.37277576885897	38.0	34.0	39.0	29.0	40.0	pt6
55	35.374904594718366	38.0	34.0	39.0	29.0	40.0	pt6
56	35.50912803266875	38.0	35.0	40.0	30.0	40.0	pt6
57	35.494177194354144	38.0	35.0	39.0	30.0	40.0	pt6
58	35.24599066610097	38.0	34.0	39.0	29.0	40.0	pt6
59	34.91286104605777	38.0	33.0	39.0	28.0	40.0	pt6
60	35.360399244672244	38.0	34.0	39.0	29.0	40.0	pt6
61	35.914302848575716	38.0	35.0	39.0	32.0	40.0	pt6
62	36.05047014385598	38.0	35.0	39.0	32.0	40.0	pt6
63	36.10761051491582	38.0	36.0	39.0	32.0	40.0	pt6
64	36.18734442552076	38.0	35.0	40.0	32.0	40.0	pt6
65	35.72029660286256	38.0	35.0	39.0	31.0	40.0	pt6
66	35.703305785123966	38.0	35.0	39.0	31.0	40.0	pt6
67	36.15158486707566	38.0	36.0	39.0	32.0	40.0	pt6
68	35.302748585286984	37.0	35.0	39.0	31.0	40.0	pt6
