Tile	Base	Mean	sample
1	1	-0.5487981869144392	pt6
1	2	-0.88602371799184	pt6
1	3	-0.8945588624509782	pt6
1	4	-0.9137251824245993	pt6
1	5	-0.8023903357566056	pt6
1	6	-0.7881127679692099	pt6
1	7	-0.7171556948126536	pt6
1	8	-0.6807696026981347	pt6
1	9	-0.7866656820626119	pt6
1	10	-0.6961976977695628	pt6
1	11	-0.5537585016213384	pt6
1	12	-0.7289314758080607	pt6
1	13	-0.5853338232293481	pt6
1	14	-0.582292666389705	pt6
1	15	-0.53742698810386	pt6
1	16	-0.666697288910818	pt6
1	17	-0.5962241285201912	pt6
1	18	-0.775507543945011	pt6
1	19	-0.6748131901792718	pt6
1	20	-0.667298282641525	pt6
1	21	-0.6783571895354754	pt6
1	22	-0.6481032750864344	pt6
1	23	-0.5581415806816921	pt6
1	24	-0.549524484846799	pt6
1	25	-0.7516414451449691	pt6
1	26	-0.66139007068562	pt6
1	27	-0.6787746734291602	pt6
1	28	-0.6386056603604047	pt6
1	29	-0.8185148417743306	pt6
1	30	-0.720849080497878	pt6
1	31	-0.7952899053258449	pt6
1	32	-0.8846974575333562	pt6
1	33	-0.93995709958525	pt6
1	34	-1.3928046999635981	pt6
1	35	-0.8307147447894678	pt6
1	36	-0.6800668523058633	pt6
1	37	-0.667084849720311	pt6
1	38	-0.9307759454008675	pt6
1	39	-1.048248457475431	pt6
1	40	-0.857917023055947	pt6
1	41	-1.5574889137383607	pt6
1	42	-1.6787490502958633	pt6
1	43	-1.2377879558793694	pt6
1	44	-1.6081207244975815	pt6
1	45	-1.9239017964581109	pt6
1	46	-2.6926655024321065	pt6
1	47	-1.4333729556523878	pt6
1	48	-1.6782788531520865	pt6
1	49	-2.15109237447912	pt6
1	50	-1.2038462926973281	pt6
1	51	-0.866100432740545	pt6
1	52	-0.3551166306275988	pt6
1	53	1.037612414671763	pt6
1	54	-0.6483324839830686	pt6
1	55	-0.9892498016624387	pt6
1	56	-0.2226661793040705	pt6
1	57	-0.42887453872783965	pt6
1	58	-1.3816682103398037	pt6
