GC_Content	Count	sample
0	3.0	ct6
1	3.0	ct6
2	3.5	ct6
3	5.0	ct6
4	6.0	ct6
5	6.0	ct6
6	7.5	ct6
7	13.5	ct6
8	24.5	ct6
9	39.5	ct6
10	48.0	ct6
11	55.5	ct6
12	72.0	ct6
13	97.0	ct6
14	136.5	ct6
15	205.0	ct6
16	297.5	ct6
17	432.0	ct6
18	679.5	ct6
19	964.0	ct6
20	2714.5	ct6
21	5020.0	ct6
22	5750.0	ct6
23	6215.5	ct6
24	7497.5	ct6
25	15710.5	ct6
26	28600.5	ct6
27	34317.5	ct6
28	43047.0	ct6
29	53785.5	ct6
30	125759.5	ct6
31	240781.5	ct6
32	292332.0	ct6
33	364405.0	ct6
34	526836.0	ct6
35	624928.5	ct6
36	693429.5	ct6
37	730333.0	ct6
38	719836.5	ct6
39	834096.5	ct6
40	931394.5	ct6
41	950705.0	ct6
42	962924.5	ct6
43	1183565.5	ct6
44	1432717.5	ct6
45	1595946.0	ct6
46	2076249.5	ct6
47	2419432.5	ct6
48	2427208.5	ct6
49	2433022.0	ct6
50	2001210.0	ct6
51	1569398.0	ct6
52	1160075.5	ct6
53	722226.5	ct6
54	630415.5	ct6
55	521969.0	ct6
56	461582.5	ct6
57	458119.0	ct6
58	468072.0	ct6
59	440631.5	ct6
60	418796.5	ct6
61	392650.0	ct6
62	383904.0	ct6
63	383073.0	ct6
64	335217.5	ct6
65	305863.5	ct6
66	256250.0	ct6
67	200685.0	ct6
68	166566.0	ct6
69	129871.0	ct6
70	112451.0	ct6
71	94343.0	ct6
72	78997.5	ct6
73	74144.5	ct6
74	58961.0	ct6
75	40846.0	ct6
76	30377.0	ct6
77	24311.0	ct6
78	22662.0	ct6
79	22247.0	ct6
80	21123.0	ct6
81	20430.5	ct6
82	21243.5	ct6
83	19913.0	ct6
84	18147.0	ct6
85	15083.5	ct6
86	10623.5	ct6
87	8250.5	ct6
88	7309.5	ct6
89	6725.0	ct6
90	6432.0	ct6
91	4843.5	ct6
92	2898.0	ct6
93	2008.0	ct6
94	1537.0	ct6
95	1408.5	ct6
96	1400.0	ct6
97	1011.0	ct6
98	403.5	ct6
99	185.0	ct6
100	185.0	ct6
