Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	sample
1	38.66393196167141	40.0	38.0	40.0	36.0	40.0	pc5
2	38.495546465016034	40.0	38.0	40.0	35.0	40.0	pc5
3	38.54024002400161	40.0	38.0	40.0	35.0	40.0	pc5
4	38.43769091521367	40.0	38.0	40.0	35.0	40.0	pc5
5	38.526750595350464	40.0	38.0	40.0	35.0	40.0	pc5
6	38.43339001401187	40.0	38.0	40.0	35.0	40.0	pc5
7	38.41360029311983	40.0	38.0	40.0	35.0	40.0	pc5
8	38.36685611534103	40.0	38.0	40.0	35.0	40.0	pc5
9	38.32575315621343	40.0	38.0	40.0	35.0	40.0	pc5
10	38.41902262954883	40.0	38.0	40.0	35.0	40.0	pc5
11	38.37935306364927	40.0	38.0	40.0	35.0	40.0	pc5
12	38.365196099974014	40.0	38.0	40.0	35.0	40.0	pc5
13	38.3368082498592	40.0	38.0	40.0	35.0	40.0	pc5
14	38.32021472103307	40.0	38.0	40.0	35.0	40.0	pc5
15	38.271808232149226	40.0	38.0	40.0	35.0	40.0	pc5
16	38.42166646704678	40.0	38.0	40.0	35.0	40.0	pc5
17	38.34304052266215	40.0	38.0	40.0	35.0	40.0	pc5
18	38.1884149337879	39.0	38.0	40.0	35.0	40.0	pc5
19	38.221085010554354	39.0	38.0	40.0	35.0	40.0	pc5
20	38.07726902359966	39.0	38.0	40.0	35.0	40.0	pc5
21	38.03846984793477	39.0	38.0	40.0	35.0	40.0	pc5
22	38.11679289449338	39.0	38.0	40.0	35.0	40.0	pc5
23	37.89854249850027	39.0	38.0	40.0	34.0	40.0	pc5
24	37.514441352226875	39.0	37.0	40.0	33.0	40.0	pc5
25	37.8040391272947	39.0	38.0	40.0	33.0	40.0	pc5
26	37.69326520374942	39.0	38.0	40.0	33.0	40.0	pc5
27	37.47411957949015	39.0	37.0	40.0	33.0	40.0	pc5
28	37.46510562612485	39.0	37.0	40.0	33.0	40.0	pc5
29	37.40578198153502	39.0	37.0	40.0	33.0	40.0	pc5
30	36.90436958717578	39.0	36.0	40.0	32.0	40.0	pc5
31	37.10653586729889	39.0	36.0	40.0	33.0	40.0	pc5
32	37.1152380527	39.0	37.0	40.0	33.0	40.0	pc5
33	37.18865069623406	39.0	37.0	40.0	33.0	40.0	pc5
34	35.85941217296627	38.0	35.0	40.0	29.0	40.0	pc5
35	35.46648857567322	38.0	35.0	40.0	29.0	40.0	pc5
36	35.420811879793455	38.0	35.0	39.0	29.0	40.0	pc5
37	34.98672609801811	38.0	34.0	40.0	27.0	40.0	pc5
38	34.92432642350708	38.0	35.0	40.0	27.0	40.0	pc5
39	34.51695860701634	38.0	33.0	40.0	26.0	40.0	pc5
40	33.94935642968844	38.0	33.0	40.0	23.0	40.0	pc5
41	33.50491606578259	38.0	33.0	39.0	22.0	40.0	pc5
42	33.17140506474915	38.0	33.0	40.0	19.0	40.0	pc5
43	32.97708126767287	38.0	32.0	40.0	18.0	40.0	pc5
44	32.516569006258784	37.0	31.0	39.0	15.0	40.0	pc5
45	32.26021507214662	37.0	31.0	39.0	13.0	40.0	pc5
46	32.60429572245606	38.0	33.0	39.0	7.0	40.0	pc5
47	32.362201087096	38.0	32.0	39.0	2.0	40.0	pc5
48	31.944848400102543	37.0	32.0	39.0	2.0	40.0	pc5
49	32.05102633842434	37.0	32.0	39.0	2.0	40.0	pc5
50	32.239314797634776	37.0	32.0	39.0	2.0	40.0	pc5
51	32.227683513475434	37.0	32.0	39.0	2.0	40.0	pc5
52	32.00977229501823	37.0	32.0	39.0	2.0	40.0	pc5
53	31.574252451783412	36.0	31.0	39.0	2.0	40.0	pc5
54	31.647314700643925	36.0	31.0	39.0	2.0	40.0	pc5
55	31.441011771434017	36.0	31.0	39.0	2.0	40.0	pc5
56	31.48626179901773	37.0	31.0	39.0	2.0	40.0	pc5
57	31.415017665557986	36.0	31.0	39.0	2.0	40.0	pc5
58	31.58973524919387	36.0	31.0	39.0	2.0	40.0	pc5
59	31.64470564151555	36.0	31.0	39.0	2.0	40.0	pc5
60	32.656023951572365	37.0	32.0	39.0	18.0	40.0	pc5
61	34.08172458172458	38.0	34.0	39.0	26.0	40.0	pc5
62	34.34344120087501	38.0	34.0	39.0	27.0	40.0	pc5
63	34.622296352092974	38.0	35.0	39.0	28.0	40.0	pc5
64	34.803214224653786	38.0	35.0	39.0	29.0	40.0	pc5
65	34.7296278850683	38.0	34.0	39.0	29.0	40.0	pc5
66	34.75224893083616	38.0	34.0	39.0	29.0	40.0	pc5
67	35.17789326404157	38.0	35.0	39.0	30.0	40.0	pc5
68	34.288401253918494	36.0	33.0	39.0	27.0	40.0	pc5
